customer_unique_id,last_order_date,recency_days,frequency,monetary,segment
cust_017603,2017-08-01,395,1,68.46,At Risk (was frequent)
cust_015485,2016-06-02,820,1,68.45,At Risk (was frequent)
cust_011705,2017-12-15,259,1,68.45,Potential Loyalists
cust_002530,2016-11-21,648,1,68.39,Hibernating / Lost
cust_013943,2018-01-09,234,1,68.39,Potential Loyalists
cust_014292,2016-04-29,854,1,68.39,At Risk (was frequent)
cust_004500,2016-04-12,871,1,68.38,Hibernating / Lost
cust_006397,2016-08-10,751,1,68.36,Hibernating / Lost
cust_017424,2016-05-23,830,1,68.34,At Risk (was frequent)
cust_013368,2016-07-29,763,1,68.34,Hibernating / Lost
cust_004591,2017-07-26,401,1,68.33,Hibernating / Lost
cust_009403,2017-11-06,298,1,68.33,Potential Loyalists
cust_012119,2016-03-02,912,1,68.33,Hibernating / Lost
cust_010701,2017-12-11,263,1,68.32,Potential Loyalists
cust_006692,2017-05-31,457,1,68.31,Hibernating / Lost
cust_004341,2016-11-03,666,1,68.28,Hibernating / Lost
cust_007667,2017-05-08,480,1,68.23,Hibernating / Lost
cust_008493,2017-06-28,429,1,68.21,Hibernating / Lost
cust_007216,2017-05-17,471,2,68.19,At Risk (was frequent)
cust_015919,2017-08-05,391,2,68.18,At Risk (was frequent)
cust_008802,2017-02-08,569,1,68.16,Hibernating / Lost
cust_002816,2017-11-06,298,2,68.14,Loyal Customers
cust_000580,2016-09-07,723,1,68.13,Hibernating / Lost
cust_011809,2017-11-26,278,1,68.13,Potential Loyalists
cust_003063,2018-01-02,241,1,68.09,Potential Loyalists
cust_004647,2016-11-29,640,1,68.09,Hibernating / Lost
cust_018018,2017-05-01,487,1,68.09,At Risk (was frequent)
cust_017980,2016-08-03,758,1,68.08,At Risk (was frequent)
cust_017360,2018-02-15,197,1,68.07,Loyal Customers
cust_015288,2017-02-14,563,1,68.06,At Risk (was frequent)
cust_007979,2017-12-07,267,1,68.06,Potential Loyalists
cust_007913,2017-04-17,501,1,68.05,Hibernating / Lost
cust_009425,2016-06-24,798,1,68.02,Hibernating / Lost
cust_003724,2016-10-28,672,1,68.0,Hibernating / Lost
cust_013331,2016-11-24,645,1,67.93,Hibernating / Lost
cust_001416,2016-07-24,768,1,67.92,Hibernating / Lost
cust_014919,2017-09-13,352,1,67.92,At Risk (was frequent)
cust_007055,2018-01-29,214,2,67.91,Loyal Customers
cust_014749,2016-03-23,891,1,67.87,At Risk (was frequent)
cust_004062,2017-07-19,408,1,67.84,Hibernating / Lost
cust_018544,2017-10-01,334,1,67.81,Loyal Customers
cust_011424,2016-05-28,825,1,67.79,Hibernating / Lost
cust_002220,2017-03-16,533,1,67.77,Hibernating / Lost
cust_010773,2018-01-03,240,1,67.76,Potential Loyalists
cust_015532,2017-12-11,263,1,67.76,Loyal Customers
cust_004379,2017-09-20,345,1,67.75,Hibernating / Lost
cust_013064,2016-10-10,690,2,67.72,At Risk (was frequent)
cust_003067,2017-03-28,521,1,67.71,Hibernating / Lost
cust_016004,2017-09-26,339,1,67.69,Loyal Customers
cust_018230,2016-11-29,640,1,67.69,At Risk (was frequent)
cust_006241,2017-11-12,292,2,67.68,Loyal Customers
cust_000553,2016-10-23,677,1,67.68,Hibernating / Lost
cust_003364,2016-09-30,700,1,67.63,Hibernating / Lost
cust_008071,2016-11-17,652,1,67.61,Hibernating / Lost
cust_015951,2016-03-14,900,1,67.6,At Risk (was frequent)
cust_003207,2017-04-07,511,1,67.59,Hibernating / Lost
cust_005057,2016-04-14,869,1,67.58,Hibernating / Lost
cust_016531,2017-06-08,449,2,67.54,At Risk (was frequent)
cust_016208,2016-08-20,741,1,67.54,At Risk (was frequent)
cust_009636,2017-06-29,428,1,67.53,Hibernating / Lost
cust_004094,2016-02-12,931,1,67.52,Hibernating / Lost
cust_012299,2016-03-16,898,1,67.51,Hibernating / Lost
cust_004011,2017-11-10,294,1,67.51,Potential Loyalists
cust_007614,2017-04-27,491,1,67.5,Hibernating / Lost
cust_018540,2016-12-09,630,1,67.5,At Risk (was frequent)
cust_006542,2017-08-26,370,2,67.47,At Risk (was frequent)
cust_005516,2017-11-22,282,1,67.46,Potential Loyalists
cust_007022,2018-01-10,233,1,67.46,Potential Loyalists
cust_009126,2017-02-15,562,1,67.42,Hibernating / Lost
cust_005082,2016-11-13,656,1,67.4,Hibernating / Lost
cust_005474,2016-08-24,737,2,67.39,At Risk (was frequent)
cust_010414,2017-05-19,469,1,67.38,Hibernating / Lost
cust_002211,2016-04-09,874,1,67.36,Hibernating / Lost
cust_018705,2016-12-05,634,1,67.36,At Risk (was frequent)
cust_004456,2017-12-20,254,1,67.36,Potential Loyalists
cust_011637,2017-03-18,531,1,67.36,Hibernating / Lost
cust_007686,2017-01-13,595,1,67.35,Hibernating / Lost
cust_001022,2018-01-19,224,1,67.35,Potential Loyalists
cust_010310,2017-05-12,476,1,67.34,Hibernating / Lost
cust_013085,2017-12-30,244,1,67.33,Potential Loyalists
cust_004763,2016-03-16,898,1,67.31,Hibernating / Lost
cust_002663,2017-06-14,443,1,67.3,Hibernating / Lost
cust_013901,2017-03-26,523,2,67.3,At Risk (was frequent)
cust_005301,2017-07-09,418,1,67.3,Hibernating / Lost
cust_016217,2016-12-09,630,1,67.3,At Risk (was frequent)
cust_006056,2018-01-21,222,1,67.29,Potential Loyalists
cust_017715,2016-07-18,774,1,67.28,At Risk (was frequent)
cust_007616,2017-08-14,382,1,67.27,Hibernating / Lost
cust_015906,2017-06-13,444,1,67.26,At Risk (was frequent)
cust_014541,2017-03-30,519,2,67.23,At Risk (was frequent)
cust_016795,2016-09-06,724,1,67.23,At Risk (was frequent)
cust_005263,2017-11-28,276,1,67.23,Potential Loyalists
cust_014024,2018-02-12,200,1,67.22,Loyal Customers
cust_007195,2017-09-20,345,2,67.2,At Risk (was frequent)
cust_011302,2017-12-21,253,2,67.19,Loyal Customers
cust_003756,2017-02-09,568,1,67.17,Hibernating / Lost
cust_000234,2016-11-22,647,2,67.16,At Risk (was frequent)
cust_014631,2016-11-25,644,1,67.15,At Risk (was frequent)
cust_004054,2016-02-23,920,1,67.14,Hibernating / Lost
cust_011992,2017-11-28,276,1,67.11,Potential Loyalists
cust_007589,2017-08-19,377,1,67.11,Hibernating / Lost
cust_010091,2016-04-11,872,1,67.1,Hibernating / Lost
cust_013115,2017-10-30,305,1,67.06,Potential Loyalists
cust_007629,2016-03-05,909,1,67.05,Hibernating / Lost
cust_015264,2018-01-01,242,1,67.05,Loyal Customers
cust_007747,2017-12-05,269,1,67.04,Potential Loyalists
cust_013284,2017-12-07,267,1,67.04,Potential Loyalists
cust_015441,2016-08-12,749,2,67.04,At Risk (was frequent)
cust_013210,2017-05-07,481,1,66.99,Hibernating / Lost
cust_001059,2017-08-14,382,1,66.97,Hibernating / Lost
cust_011059,2016-08-04,757,1,66.96,Hibernating / Lost
cust_017808,2017-05-28,460,1,66.96,At Risk (was frequent)
cust_018160,2018-02-04,208,1,66.95,Loyal Customers
cust_006777,2017-02-04,573,1,66.94,Hibernating / Lost
cust_015433,2017-02-12,565,1,66.94,At Risk (was frequent)
cust_005509,2017-11-05,299,1,66.92,Potential Loyalists
cust_012799,2017-11-26,278,2,66.92,Loyal Customers
cust_002189,2016-12-25,614,1,66.89,Hibernating / Lost
cust_010372,2017-02-18,559,1,66.88,Hibernating / Lost
cust_012005,2016-05-06,847,1,66.88,Hibernating / Lost
cust_001315,2017-01-09,599,1,66.87,Hibernating / Lost
cust_012561,2016-07-04,788,1,66.83,Hibernating / Lost
cust_016543,2016-05-21,832,1,66.82,At Risk (was frequent)
cust_013279,2018-02-12,200,1,66.82,Potential Loyalists
cust_006416,2017-08-04,392,1,66.81,Hibernating / Lost
cust_004123,2017-09-08,357,1,66.8,Hibernating / Lost
cust_010029,2016-11-23,646,1,66.74,Hibernating / Lost
cust_004528,2017-05-06,482,1,66.73,Hibernating / Lost
cust_008934,2016-12-31,608,1,66.68,Hibernating / Lost
cust_018846,2017-11-12,292,1,66.67,Loyal Customers
cust_009556,2017-03-04,545,1,66.61,Hibernating / Lost
cust_018468,2018-01-24,219,1,66.57,Loyal Customers
cust_002774,2017-04-14,504,2,66.57,At Risk (was frequent)
cust_002070,2017-02-12,565,1,66.56,Hibernating / Lost
cust_010650,2016-12-23,616,1,66.56,Hibernating / Lost
cust_006491,2016-03-07,907,1,66.54,Hibernating / Lost
cust_006418,2016-02-16,927,1,66.54,Hibernating / Lost
cust_008543,2017-11-30,274,1,66.52,Potential Loyalists
cust_018862,2016-12-29,610,1,66.51,At Risk (was frequent)
cust_015373,2016-07-01,791,1,66.5,At Risk (was frequent)
cust_003822,2017-05-25,463,1,66.48,Hibernating / Lost
cust_015047,2016-12-28,611,1,66.48,At Risk (was frequent)
cust_003720,2016-02-23,920,1,66.48,Hibernating / Lost
cust_017756,2017-10-03,332,1,66.45,Loyal Customers
cust_008671,2018-02-18,194,2,66.42,Loyal Customers
cust_002820,2017-01-15,593,1,66.42,Hibernating / Lost
cust_002927,2016-01-14,960,1,66.41,Hibernating / Lost
cust_008070,2016-10-02,698,1,66.41,Hibernating / Lost
cust_017350,2016-11-03,666,1,66.4,At Risk (was frequent)
cust_008784,2017-10-14,321,2,66.4,Loyal Customers
cust_000525,2017-08-08,388,1,66.39,Hibernating / Lost
cust_014149,2017-01-13,595,1,66.38,At Risk (was frequent)
cust_003432,2017-11-02,302,1,66.34,Potential Loyalists
cust_008742,2017-06-07,450,1,66.34,Hibernating / Lost
cust_010996,2016-02-22,921,1,66.33,Hibernating / Lost
cust_017154,2017-05-07,481,1,66.33,At Risk (was frequent)
cust_012986,2016-09-13,717,1,66.32,Hibernating / Lost
cust_018240,2017-12-11,263,1,66.31,Loyal Customers
cust_010761,2016-08-09,752,1,66.3,Hibernating / Lost
cust_013894,2017-07-31,396,1,66.3,Hibernating / Lost
cust_008607,2016-09-17,713,1,66.29,Hibernating / Lost
cust_014866,2017-08-14,382,1,66.28,At Risk (was frequent)
cust_001963,2018-03-02,182,2,66.27,Loyal Customers
cust_013051,2017-01-19,589,1,66.23,Hibernating / Lost
cust_008425,2016-12-05,634,1,66.2,Hibernating / Lost
cust_007716,2016-08-28,733,1,66.2,Hibernating / Lost
cust_018880,2016-12-09,630,1,66.19,At Risk (was frequent)
cust_013303,2017-08-31,365,1,66.12,Hibernating / Lost
cust_002143,2017-06-25,432,1,66.12,Hibernating / Lost
cust_004155,2017-03-24,525,1,66.1,Hibernating / Lost
cust_012321,2016-11-21,648,1,66.09,Hibernating / Lost
cust_015673,2017-09-01,364,1,66.09,At Risk (was frequent)
cust_012494,2017-04-21,497,1,66.07,Hibernating / Lost
cust_012358,2017-10-20,315,1,66.06,Potential Loyalists
cust_015704,2017-11-06,298,1,66.02,Loyal Customers
cust_000140,2016-12-03,636,1,66.0,Hibernating / Lost
cust_002790,2016-09-07,723,1,66.0,Hibernating / Lost
cust_017823,2016-07-16,776,1,65.99,At Risk (was frequent)
cust_010759,2018-02-13,199,1,65.98,Potential Loyalists
cust_002359,2017-05-06,482,1,65.97,Hibernating / Lost
cust_008373,2017-11-28,276,1,65.95,Potential Loyalists
cust_014847,2016-09-09,721,1,65.91,At Risk (was frequent)
cust_007890,2017-04-16,502,1,65.89,Hibernating / Lost
cust_000928,2017-10-13,322,2,65.88,Loyal Customers
cust_015434,2018-01-04,239,1,65.88,Loyal Customers
cust_000706,2018-01-31,212,2,65.87,Loyal Customers
cust_003937,2017-06-02,455,1,65.87,Hibernating / Lost
cust_017615,2016-10-02,698,1,65.87,At Risk (was frequent)
cust_015252,2017-06-17,440,1,65.86,At Risk (was frequent)
cust_007244,2017-05-22,466,1,65.86,Hibernating / Lost
cust_005676,2017-10-08,327,2,65.85,Loyal Customers
cust_008766,2017-11-11,293,1,65.83,Potential Loyalists
cust_004302,2018-02-26,186,1,65.83,Potential Loyalists
cust_002535,2017-09-28,337,1,65.81,Potential Loyalists
cust_014209,2017-01-26,582,2,65.81,At Risk (was frequent)
cust_010268,2016-09-02,728,1,65.8,Hibernating / Lost
cust_014607,2016-06-15,807,1,65.8,At Risk (was frequent)
cust_011125,2016-10-07,693,1,65.77,Hibernating / Lost
cust_018287,2016-10-21,679,1,65.76,At Risk (was frequent)
cust_001084,2018-01-04,239,1,65.76,Potential Loyalists
cust_003476,2016-05-16,837,1,65.74,Hibernating / Lost
cust_010297,2017-11-01,303,1,65.74,Potential Loyalists
cust_017897,2017-08-22,374,2,65.72,At Risk (was frequent)
cust_002852,2016-11-12,657,1,65.71,Hibernating / Lost
cust_005639,2017-12-22,252,1,65.71,Potential Loyalists
cust_014168,2017-11-18,286,1,65.71,Loyal Customers
cust_013216,2016-07-24,768,1,65.7,Hibernating / Lost
cust_015023,2017-03-01,548,1,65.7,At Risk (was frequent)
cust_008888,2017-01-02,606,1,65.69,Hibernating / Lost
cust_012175,2018-02-12,200,2,65.68,Loyal Customers
cust_012836,2016-04-22,861,1,65.68,Hibernating / Lost
cust_009942,2016-11-18,651,1,65.65,Hibernating / Lost
cust_005732,2018-01-21,222,1,65.64,Potential Loyalists
cust_002688,2017-10-15,320,1,65.6,Potential Loyalists
cust_011886,2016-09-18,712,1,65.59,Hibernating / Lost
cust_012940,2016-11-12,657,1,65.54,Hibernating / Lost
cust_007888,2017-02-28,549,1,65.54,Hibernating / Lost
cust_005755,2016-04-25,858,1,65.53,Hibernating / Lost
cust_010121,2017-11-25,279,1,65.52,Potential Loyalists
cust_018765,2016-08-05,756,1,65.52,At Risk (was frequent)
cust_007572,2016-11-30,639,1,65.5,Hibernating / Lost
cust_018322,2017-11-10,294,1,65.48,Loyal Customers
cust_011124,2016-06-15,807,1,65.44,Hibernating / Lost
cust_017983,2016-09-03,727,1,65.4,At Risk (was frequent)
cust_018057,2016-01-15,959,1,65.4,At Risk (was frequent)
cust_014867,2018-02-13,199,2,65.39,Loyal Customers
cust_014767,2017-01-23,585,1,65.37,At Risk (was frequent)
cust_013235,2017-12-12,262,1,65.37,Potential Loyalists
cust_002885,2017-08-31,365,2,65.37,At Risk (was frequent)
cust_010332,2017-06-30,427,2,65.37,At Risk (was frequent)
cust_009115,2016-07-01,791,1,65.35,Hibernating / Lost
cust_014285,2017-12-12,262,1,65.35,Loyal Customers
cust_006833,2017-02-07,570,1,65.35,Hibernating / Lost
cust_009578,2016-11-21,648,1,65.34,Hibernating / Lost
cust_018713,2017-01-25,583,1,65.33,At Risk (was frequent)
cust_002896,2017-03-06,543,1,65.33,Hibernating / Lost
cust_014434,2016-04-11,872,1,65.32,At Risk (was frequent)
cust_011324,2017-01-22,586,2,65.31,At Risk (was frequent)
cust_008399,2016-11-12,657,2,65.31,At Risk (was frequent)
cust_003172,2017-07-28,399,1,65.27,Hibernating / Lost
cust_015717,2016-12-20,619,1,65.26,At Risk (was frequent)
cust_007295,2017-11-21,283,1,65.24,Potential Loyalists
cust_009056,2016-02-04,939,1,65.24,Hibernating / Lost
cust_006211,2016-11-11,658,2,65.23,At Risk (was frequent)
cust_002570,2017-04-19,499,1,65.21,Hibernating / Lost
cust_001830,2016-05-09,844,1,65.18,Hibernating / Lost
cust_012530,2017-08-01,395,1,65.17,Hibernating / Lost
cust_007830,2016-12-23,616,1,65.15,Hibernating / Lost
cust_012273,2017-12-15,259,1,65.15,Potential Loyalists
cust_008010,2018-01-30,213,1,65.14,Potential Loyalists
cust_001131,2016-11-19,650,1,65.12,Hibernating / Lost
cust_013996,2016-03-12,902,1,65.11,Hibernating / Lost
cust_006756,2017-10-26,309,1,65.1,Potential Loyalists
cust_004321,2016-11-20,649,1,65.1,Hibernating / Lost
cust_017798,2017-12-01,273,2,65.07,Loyal Customers
cust_013503,2016-09-07,723,1,65.03,Hibernating / Lost
cust_003237,2016-03-22,892,1,65.02,Hibernating / Lost
cust_005591,2018-02-18,194,1,65.0,Potential Loyalists
cust_007435,2017-12-26,248,1,64.98,Potential Loyalists
cust_008225,2016-12-18,621,1,64.97,Hibernating / Lost
cust_012067,2016-11-18,651,1,64.97,Hibernating / Lost
cust_005797,2017-11-25,279,1,64.94,Potential Loyalists
cust_018816,2017-12-02,272,1,64.91,Loyal Customers
cust_003381,2017-11-26,278,1,64.91,Potential Loyalists
cust_010789,2017-05-14,474,1,64.9,Hibernating / Lost
cust_014922,2017-11-19,285,1,64.9,Loyal Customers
cust_005513,2017-09-19,346,1,64.87,Hibernating / Lost
cust_013677,2016-05-21,832,1,64.87,Hibernating / Lost
cust_003133,2017-04-18,500,1,64.86,Hibernating / Lost
cust_013335,2017-01-12,596,2,64.86,At Risk (was frequent)
cust_011833,2016-10-07,693,1,64.86,Hibernating / Lost
cust_013385,2018-01-26,217,1,64.85,Potential Loyalists
cust_003326,2016-01-08,966,1,64.79,Hibernating / Lost
cust_018953,2017-05-27,461,1,64.79,At Risk (was frequent)
cust_009995,2017-12-23,251,1,64.79,Potential Loyalists
cust_001959,2016-01-06,968,1,64.77,Hibernating / Lost
cust_017084,2018-01-11,232,1,64.76,Loyal Customers
cust_005967,2016-07-10,782,1,64.75,Hibernating / Lost
cust_006246,2016-11-23,646,1,64.75,Hibernating / Lost
cust_013858,2017-11-02,302,1,64.74,Potential Loyalists
cust_006664,2016-04-10,873,1,64.72,Hibernating / Lost
cust_007155,2017-10-05,330,1,64.7,Potential Loyalists
cust_013737,2016-12-20,619,1,64.7,Hibernating / Lost
cust_006995,2016-10-27,673,2,64.7,At Risk (was frequent)
cust_012330,2017-07-30,397,1,64.66,Hibernating / Lost
cust_004111,2017-05-31,457,1,64.65,Hibernating / Lost
cust_004720,2017-07-20,407,1,64.65,Hibernating / Lost
cust_009569,2017-11-07,297,1,64.63,Potential Loyalists
cust_006436,2016-12-05,634,1,64.62,Hibernating / Lost
cust_007464,2016-12-25,614,1,64.6,Hibernating / Lost
cust_010641,2017-09-29,336,1,64.56,Potential Loyalists
cust_008418,2016-04-28,855,1,64.56,Hibernating / Lost
cust_000748,2017-04-29,489,1,64.55,Hibernating / Lost
cust_009060,2017-11-09,295,1,64.55,Potential Loyalists
cust_018136,2017-05-09,479,2,64.55,At Risk (was frequent)
cust_017251,2016-09-08,722,1,64.52,At Risk (was frequent)
cust_012754,2016-12-02,637,1,64.5,Hibernating / Lost
cust_017629,2018-02-06,206,1,64.5,Loyal Customers
cust_002404,2017-01-26,582,1,64.48,Hibernating / Lost
cust_007303,2017-07-06,421,1,64.48,Hibernating / Lost
cust_001404,2016-02-22,921,1,64.47,Hibernating / Lost
cust_018394,2017-02-07,570,1,64.44,At Risk (was frequent)
cust_013709,2017-04-07,511,1,64.43,Hibernating / Lost
cust_013473,2016-11-16,653,1,64.43,Hibernating / Lost
cust_016425,2017-01-26,582,1,64.39,At Risk (was frequent)
cust_004512,2017-11-17,287,1,64.39,Potential Loyalists
cust_009600,2016-12-07,632,1,64.35,Hibernating / Lost
cust_002015,2018-02-19,193,1,64.32,Potential Loyalists
cust_012143,2017-11-25,279,1,64.31,Potential Loyalists
cust_008820,2017-11-26,278,1,64.31,Potential Loyalists
cust_000084,2017-08-21,375,1,64.26,Hibernating / Lost
cust_001278,2017-06-17,440,2,64.25,At Risk (was frequent)
cust_010655,2016-11-20,649,2,64.23,At Risk (was frequent)
cust_016180,2017-02-26,551,1,64.21,At Risk (was frequent)
cust_012319,2017-02-03,574,1,64.19,Hibernating / Lost
cust_017353,2016-12-23,616,1,64.17,At Risk (was frequent)
cust_008435,2017-10-31,304,1,64.16,Potential Loyalists
cust_011497,2017-08-27,369,1,64.15,Hibernating / Lost
cust_005677,2016-06-29,793,1,64.13,Hibernating / Lost
cust_009212,2016-08-16,745,1,64.12,Hibernating / Lost
cust_016638,2017-06-27,430,1,64.11,At Risk (was frequent)
cust_007330,2016-06-29,793,1,64.11,Hibernating / Lost
cust_009487,2017-12-21,253,1,64.1,Potential Loyalists
cust_008637,2016-06-03,819,1,64.09,Hibernating / Lost
cust_013481,2017-01-06,602,2,64.09,At Risk (was frequent)
cust_018573,2016-12-07,632,1,64.08,At Risk (was frequent)
cust_010352,2018-02-01,211,1,64.06,Potential Loyalists
cust_003743,2016-10-08,692,1,64.05,Hibernating / Lost
cust_013519,2016-03-07,907,1,64.05,Hibernating / Lost
cust_014320,2017-05-25,463,1,64.03,At Risk (was frequent)
cust_012116,2017-09-04,361,1,64.03,Hibernating / Lost
cust_016691,2017-12-22,252,1,64.03,Loyal Customers
cust_010066,2016-05-19,834,1,64.01,Hibernating / Lost
cust_016193,2017-04-10,508,2,63.95,At Risk (was frequent)
cust_007690,2018-02-27,185,1,63.95,Potential Loyalists
cust_000500,2016-04-09,874,1,63.91,Hibernating / Lost
cust_002431,2017-01-15,593,1,63.91,Hibernating / Lost
cust_010484,2017-07-19,408,1,63.91,Hibernating / Lost
cust_000773,2018-03-03,181,1,63.9,Potential Loyalists
cust_003263,2016-07-12,780,1,63.89,Hibernating / Lost
cust_016482,2017-11-04,300,1,63.88,Loyal Customers
cust_017507,2017-11-15,289,1,63.88,Loyal Customers
cust_004256,2018-02-22,190,1,63.85,Potential Loyalists
cust_003969,2018-01-24,219,1,63.85,Potential Loyalists
cust_002158,2017-11-21,283,1,63.83,Potential Loyalists
cust_010189,2017-09-02,363,1,63.82,Hibernating / Lost
cust_013426,2016-07-27,765,2,63.81,At Risk (was frequent)
cust_004715,2017-11-20,284,1,63.8,Potential Loyalists
cust_010025,2018-01-10,233,1,63.79,Potential Loyalists
cust_017597,2017-09-19,346,1,63.79,At Risk (was frequent)
cust_018334,2017-01-05,603,1,63.78,At Risk (was frequent)
cust_013266,2017-10-30,305,1,63.77,Potential Loyalists
cust_012437,2017-06-23,434,1,63.75,Hibernating / Lost
cust_005831,2017-03-02,547,1,63.75,Hibernating / Lost
cust_006450,2016-08-06,755,1,63.75,Hibernating / Lost
cust_016273,2017-08-22,374,1,63.74,At Risk (was frequent)
cust_017337,2016-01-26,948,1,63.73,At Risk (was frequent)
cust_011496,2017-06-30,427,1,63.71,Hibernating / Lost
cust_005240,2016-02-08,935,1,63.71,Hibernating / Lost
cust_007997,2017-11-27,277,1,63.71,Potential Loyalists
cust_009329,2016-10-03,697,1,63.7,Hibernating / Lost
cust_014747,2017-01-10,598,1,63.64,At Risk (was frequent)
cust_009978,2017-05-10,478,1,63.6,Hibernating / Lost
cust_014779,2016-06-02,820,1,63.57,At Risk (was frequent)
cust_006227,2017-11-09,295,2,63.56,Loyal Customers
cust_006906,2017-09-10,355,1,63.53,Hibernating / Lost
cust_000284,2017-01-29,579,1,63.52,Hibernating / Lost
cust_011148,2016-03-16,898,1,63.51,Hibernating / Lost
cust_011224,2017-05-30,458,1,63.5,Hibernating / Lost
cust_000254,2017-07-29,398,1,63.5,Hibernating / Lost
cust_013312,2017-01-10,598,1,63.5,Hibernating / Lost
cust_018299,2016-03-12,902,1,63.47,At Risk (was frequent)
cust_010371,2017-09-13,352,1,63.47,Hibernating / Lost
cust_016513,2017-10-26,309,1,63.46,Loyal Customers
cust_011589,2017-11-08,296,2,63.45,Loyal Customers
cust_016919,2017-05-27,461,1,63.45,At Risk (was frequent)
cust_006570,2018-02-20,192,1,63.44,Potential Loyalists
cust_001729,2017-08-01,395,1,63.43,Hibernating / Lost
cust_004323,2017-05-20,468,1,63.43,Hibernating / Lost
cust_002081,2017-12-21,253,2,63.42,Loyal Customers
cust_010627,2017-09-05,360,1,63.4,Hibernating / Lost
cust_018786,2016-11-07,662,1,63.4,At Risk (was frequent)
cust_016753,2016-10-19,681,1,63.4,At Risk (was frequent)
cust_003141,2016-08-17,744,1,63.37,Hibernating / Lost
cust_015296,2016-10-09,691,1,63.35,At Risk (was frequent)
cust_007166,2017-04-30,488,1,63.33,Hibernating / Lost
cust_000032,2017-07-11,416,2,63.32,At Risk (was frequent)
cust_000068,2017-10-03,332,1,63.32,Potential Loyalists
cust_002056,2016-08-02,759,1,63.3,Hibernating / Lost
cust_003224,2016-03-28,886,1,63.29,Hibernating / Lost
cust_001746,2017-12-23,251,1,63.26,Potential Loyalists
cust_001878,2017-11-09,295,1,63.26,Potential Loyalists
cust_008355,2016-11-18,651,1,63.26,Hibernating / Lost
cust_010629,2016-02-14,929,1,63.24,Hibernating / Lost
cust_002242,2016-07-17,775,1,63.24,Hibernating / Lost
cust_002767,2017-09-15,350,1,63.24,Hibernating / Lost
cust_011467,2017-06-01,456,1,63.21,Hibernating / Lost
cust_005942,2017-11-20,284,1,63.21,Potential Loyalists
cust_011039,2016-05-25,828,1,63.2,Hibernating / Lost
cust_006019,2016-04-26,857,1,63.17,Hibernating / Lost
cust_016965,2018-02-21,191,1,63.16,Loyal Customers
cust_012602,2017-03-02,547,1,63.16,Hibernating / Lost
cust_013278,2017-11-17,287,1,63.14,Potential Loyalists
cust_015150,2017-09-11,354,2,63.13,At Risk (was frequent)
cust_016626,2016-08-02,759,1,63.12,At Risk (was frequent)
cust_015962,2017-04-26,492,1,63.11,At Risk (was frequent)
cust_017396,2017-05-10,478,1,63.11,At Risk (was frequent)
cust_003296,2016-07-31,761,1,63.11,Hibernating / Lost
cust_006027,2017-09-16,349,2,63.1,At Risk (was frequent)
cust_012159,2016-12-18,621,1,63.09,Hibernating / Lost
cust_010202,2018-02-12,200,1,63.09,Potential Loyalists
cust_010288,2017-12-28,246,1,63.06,Potential Loyalists
cust_007368,2017-08-11,385,1,63.05,Hibernating / Lost
cust_003953,2017-05-21,467,1,63.05,Hibernating / Lost
cust_002904,2017-10-22,313,1,63.02,Potential Loyalists
cust_008603,2017-02-09,568,1,63.02,Hibernating / Lost
cust_008074,2016-06-13,809,1,63.01,Hibernating / Lost
cust_013558,2017-12-29,245,1,63.01,Potential Loyalists
cust_002640,2016-02-19,924,1,63.0,Hibernating / Lost
cust_009980,2016-02-13,930,1,63.0,Hibernating / Lost
cust_000048,2016-11-01,668,2,62.99,At Risk (was frequent)
cust_011278,2017-10-16,319,1,62.97,Potential Loyalists
cust_000011,2017-02-06,571,1,62.96,Hibernating / Lost
cust_013684,2017-04-23,495,1,62.94,Hibernating / Lost
cust_011517,2017-03-13,536,1,62.93,Hibernating / Lost
cust_008105,2017-06-16,441,1,62.93,Hibernating / Lost
cust_000429,2017-11-17,287,1,62.93,Potential Loyalists
cust_003781,2018-02-11,201,1,62.92,Potential Loyalists
cust_004704,2018-01-30,213,1,62.92,Potential Loyalists
cust_014112,2017-11-23,281,1,62.86,Loyal Customers
cust_014251,2016-05-05,848,1,62.86,At Risk (was frequent)
cust_011521,2017-11-04,300,1,62.85,Potential Loyalists
cust_013845,2016-02-15,928,1,62.85,Hibernating / Lost
cust_014057,2016-07-04,788,1,62.82,At Risk (was frequent)
cust_008841,2016-02-26,917,1,62.8,Hibernating / Lost
cust_000700,2017-01-18,590,2,62.78,At Risk (was frequent)
cust_011383,2018-01-09,234,1,62.77,Potential Loyalists
cust_008694,2017-10-05,330,1,62.75,Potential Loyalists
cust_014205,2017-11-04,300,1,62.72,Loyal Customers
cust_009412,2017-07-27,400,1,62.7,Hibernating / Lost
cust_006212,2016-04-17,866,1,62.69,Hibernating / Lost
cust_001280,2016-11-10,659,1,62.67,Hibernating / Lost
cust_012239,2016-10-08,692,1,62.64,Hibernating / Lost
cust_000059,2016-05-14,839,1,62.64,Hibernating / Lost
cust_014837,2016-12-05,634,1,62.64,At Risk (was frequent)
cust_004271,2016-12-21,618,1,62.64,Hibernating / Lost
cust_013915,2016-08-09,752,1,62.62,Hibernating / Lost
cust_008205,2017-10-04,331,1,62.61,Potential Loyalists
cust_018101,2017-07-31,396,1,62.6,At Risk (was frequent)
cust_000445,2016-01-04,970,1,62.59,Hibernating / Lost
cust_008272,2017-04-29,489,1,62.58,Hibernating / Lost
cust_014673,2017-02-19,558,1,62.58,At Risk (was frequent)
