customer_unique_id,last_order_date,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_score,segment,customer_state
cust_009793,2016-03-07,1,71.94,907,1,2,2,5,Hibernating / Lost,SP
cust_009794,2017-11-26,1,220.92,278,3,2,3,8,Potential Loyalists,SP
cust_009795,2016-11-14,1,20.38,655,1,2,1,4,Hibernating / Lost,MA
cust_009796,2018-04-20,1,163.97,133,4,2,3,9,Potential Loyalists,SP
cust_009797,2016-01-11,1,127.93,963,1,2,3,6,Hibernating / Lost,PE
cust_009798,2017-11-14,1,307.43,290,3,2,4,9,Potential Loyalists,SP
cust_009799,2018-01-13,1,116.6,230,3,2,3,8,Potential Loyalists,SP
cust_009800,2017-01-12,1,68.63,596,2,2,2,6,Hibernating / Lost,MG
cust_009801,2018-04-11,1,16.75,142,4,2,1,7,Potential Loyalists,MG
cust_009802,2017-12-16,1,119.18,258,3,2,3,8,Potential Loyalists,RJ
cust_009803,2017-06-07,1,138.25,450,2,2,3,7,Hibernating / Lost,SP
cust_009804,2018-05-19,3,411.88,104,4,4,4,12,Champions,RJ
cust_009805,2017-04-05,1,59.68,513,2,2,2,6,Hibernating / Lost,RS
cust_009806,2018-07-15,1,89.43,47,4,2,2,8,Potential Loyalists,SP
cust_009807,2018-01-14,2,427.75,229,3,4,4,11,Loyal Customers,RJ
cust_009808,2018-08-14,3,610.66,17,4,4,4,12,Champions,SP
cust_009809,2018-06-08,6,2090.12,84,4,4,4,12,Champions,SP
cust_009810,2016-03-02,1,43.44,912,1,2,1,4,Hibernating / Lost,SP
cust_009811,2017-11-26,1,26.36,278,3,2,1,6,Potential Loyalists,SP
cust_009812,2017-07-18,1,83.54,409,2,2,2,6,Hibernating / Lost,PR
cust_009813,2017-11-19,1,295.08,285,3,2,4,9,Potential Loyalists,RN
cust_009814,2018-04-25,3,971.88,128,4,4,4,12,Champions,SP
cust_009815,2018-04-25,1,26.48,128,4,2,1,7,Potential Loyalists,SP
cust_009816,2018-01-29,1,73.19,214,3,2,2,7,Potential Loyalists,MS
cust_009817,2018-03-01,1,34.09,183,3,2,1,6,Potential Loyalists,SP
cust_009818,2016-01-09,1,25.45,965,1,2,1,4,Hibernating / Lost,SP
cust_009819,2018-03-21,3,580.56,163,3,4,4,11,Loyal Customers,MG
cust_009820,2018-08-31,1,21.19,0,4,2,1,7,Potential Loyalists,SP
cust_009821,2018-07-17,2,354.14,45,4,4,4,12,Champions,RJ
cust_009822,2018-01-26,1,114.66,217,3,2,3,8,Potential Loyalists,PE
cust_009823,2016-11-29,1,205.26,640,1,2,3,6,Hibernating / Lost,MG
cust_009824,2018-07-27,1,24.9,35,4,2,1,7,Potential Loyalists,RS
cust_009825,2018-02-19,2,85.0,193,3,4,2,9,Loyal Customers,SP
cust_009826,2017-10-03,1,39.67,332,3,2,1,6,Potential Loyalists,SP
cust_009827,2017-03-20,1,56.93,529,2,2,2,6,Hibernating / Lost,PE
cust_009828,2017-09-30,1,38.82,335,3,2,1,6,Potential Loyalists,CE
cust_009829,2017-06-22,5,673.13,435,2,4,4,10,At Risk (was frequent),BA
cust_009830,2017-05-01,1,116.57,487,2,2,3,7,Hibernating / Lost,SP
cust_009831,2018-08-19,2,104.54,12,4,4,3,11,Champions,BA
cust_009832,2018-06-03,1,11.82,89,4,2,1,7,Potential Loyalists,SP
cust_009833,2018-08-05,2,236.93,26,4,4,4,12,Champions,MG
cust_009834,2016-11-12,2,179.48,657,1,4,3,8,At Risk (was frequent),RS
cust_009835,2016-07-03,1,44.2,789,1,2,1,4,Hibernating / Lost,RJ
cust_009836,2018-03-10,1,15.5,174,3,2,1,6,Potential Loyalists,RJ
cust_009837,2016-04-18,1,71.7,865,1,2,2,5,Hibernating / Lost,PR
cust_009838,2017-01-13,1,50.02,595,2,2,2,6,Hibernating / Lost,PE
cust_009839,2018-06-11,1,12.74,81,4,2,1,7,Potential Loyalists,SP
cust_009840,2018-05-01,2,136.28,122,4,4,3,11,Champions,SP
cust_009841,2017-04-02,1,36.7,516,2,2,1,5,Hibernating / Lost,MG
cust_009842,2016-08-27,2,46.58,734,1,4,2,7,At Risk (was frequent),SP
cust_009843,2016-11-12,1,178.91,657,1,2,3,6,Hibernating / Lost,SP
cust_009844,2018-07-07,1,46.67,55,4,2,2,8,Potential Loyalists,SP
cust_009845,2017-04-04,1,162.5,514,2,2,3,7,Hibernating / Lost,SP
cust_009846,2018-08-25,15,7518.44,6,4,4,4,12,Champions,RJ
cust_009847,2018-05-16,2,209.61,107,4,4,3,11,Champions,MS
cust_009849,2017-03-22,2,216.96,527,2,4,3,9,At Risk (was frequent),RJ
cust_009850,2016-04-19,1,23.97,864,1,2,1,4,Hibernating / Lost,SP
cust_009851,2016-10-29,1,25.62,671,1,2,1,4,Hibernating / Lost,RS
cust_009852,2016-09-08,1,77.42,722,1,2,2,5,Hibernating / Lost,Unknown
cust_009854,2018-07-04,1,115.19,58,4,2,3,9,Potential Loyalists,RJ
cust_009855,2016-01-19,1,74.18,955,1,2,2,5,Hibernating / Lost,RS
cust_009856,2017-07-07,2,117.59,420,2,4,3,9,At Risk (was frequent),Unknown
cust_009857,2016-06-06,1,21.28,816,1,2,1,4,Hibernating / Lost,BA
cust_009858,2016-03-17,1,24.43,897,1,2,1,4,Hibernating / Lost,SC
cust_009859,2018-03-05,1,55.93,179,3,2,2,7,Potential Loyalists,SP
cust_009860,2018-08-09,1,83.87,22,4,2,2,8,Potential Loyalists,MS
cust_009862,2017-04-13,1,80.88,505,2,2,2,6,Hibernating / Lost,SP
cust_009863,2017-05-10,1,53.55,478,2,2,2,6,Hibernating / Lost,PR
cust_009864,2016-11-28,1,167.57,641,1,2,3,6,Hibernating / Lost,MG
cust_009865,2017-05-03,1,27.84,485,2,2,1,5,Hibernating / Lost,SP
cust_009866,2017-07-04,1,463.12,423,2,2,4,8,Hibernating / Lost,SP
cust_009867,2018-03-13,2,51.39,171,3,4,2,9,Loyal Customers,SP
cust_009868,2017-07-05,1,34.03,422,2,2,1,5,Hibernating / Lost,Unknown
cust_009869,2016-06-14,2,535.47,808,1,4,4,9,At Risk (was frequent),RJ
cust_009870,2017-06-03,1,140.5,454,2,2,3,7,Hibernating / Lost,SP
cust_009871,2017-08-21,2,88.84,375,2,4,2,8,At Risk (was frequent),Unknown
cust_009872,2017-06-15,1,29.18,442,2,2,1,5,Hibernating / Lost,MG
cust_009873,2016-02-16,1,168.08,927,1,2,3,6,Hibernating / Lost,Unknown
cust_009874,2018-01-24,1,166.69,219,3,2,3,8,Potential Loyalists,ES
cust_009875,2016-03-16,1,248.29,898,1,2,4,7,Hibernating / Lost,SP
cust_009876,2018-04-17,1,58.91,136,4,2,2,8,Potential Loyalists,SP
cust_009877,2018-04-09,1,367.52,144,4,2,4,10,Potential Loyalists,SP
cust_009878,2016-05-07,1,50.75,846,1,2,2,5,Hibernating / Lost,SP
cust_009879,2017-04-11,1,59.67,507,2,2,2,6,Hibernating / Lost,RJ
cust_009880,2017-04-21,1,30.65,497,2,2,1,5,Hibernating / Lost,SP
cust_009881,2017-12-15,2,285.27,259,3,4,4,11,Loyal Customers,RS
cust_009882,2016-12-07,1,69.34,632,1,2,2,5,Hibernating / Lost,MT
cust_009883,2018-01-21,1,34.09,222,3,2,1,6,Potential Loyalists,SP
cust_009884,2018-04-01,1,35.19,152,4,2,1,7,Potential Loyalists,SP
cust_009885,2017-10-26,1,32.2,309,3,2,1,6,Potential Loyalists,PR
cust_009886,2017-08-07,1,197.02,389,2,2,3,7,Hibernating / Lost,PR
cust_009887,2018-07-18,3,1001.35,44,4,4,4,12,Champions,SP
cust_009888,2016-11-05,1,30.78,664,1,2,1,4,Hibernating / Lost,MG
cust_009889,2016-09-24,1,40.86,706,1,2,1,4,Hibernating / Lost,SP
cust_009890,2018-05-27,2,59.0,96,4,4,2,10,Champions,MG
cust_009891,2016-05-17,1,18.85,836,1,2,1,4,Hibernating / Lost,PR
cust_009892,2018-07-28,2,914.48,34,4,4,4,12,Champions,SP
cust_009893,2017-10-12,1,19.94,323,3,2,1,6,Potential Loyalists,SP
cust_009894,2017-06-07,1,70.36,450,2,2,2,6,Hibernating / Lost,MG
cust_009895,2018-06-02,2,157.69,90,4,4,3,11,Champions,MG
cust_009896,2018-03-11,1,20.61,173,3,2,1,6,Potential Loyalists,PE
cust_009897,2018-07-13,1,133.9,49,4,2,3,9,Potential Loyalists,Unknown
cust_009898,2018-06-19,1,118.87,73,4,2,3,9,Potential Loyalists,SC
cust_009899,2018-04-28,3,231.33,125,4,4,4,12,Champions,PR
cust_009900,2017-07-18,3,1190.81,409,2,4,4,10,At Risk (was frequent),RS
cust_009901,2017-11-07,2,219.46,297,3,4,3,10,Loyal Customers,SP
cust_009902,2016-11-20,1,180.58,649,1,2,3,6,Hibernating / Lost,SP
cust_009903,2017-01-29,1,73.77,579,2,2,2,6,Hibernating / Lost,MG
cust_009904,2017-09-25,2,176.31,340,2,4,3,9,At Risk (was frequent),SP
cust_009905,2018-06-07,2,158.31,85,4,4,3,11,Champions,SP
cust_009906,2018-05-09,3,528.89,114,4,4,4,12,Champions,SP
cust_009907,2017-01-04,1,133.53,604,2,2,3,7,Hibernating / Lost,PA
cust_009908,2017-08-03,1,31.66,393,2,2,1,5,Hibernating / Lost,RS
cust_009909,2017-09-10,1,22.28,355,2,2,1,5,Hibernating / Lost,BA
cust_009910,2016-08-04,1,33.17,757,1,2,1,4,Hibernating / Lost,MS
cust_009911,2018-05-21,2,582.06,102,4,4,4,12,Champions,RS
cust_009912,2016-10-09,1,42.8,691,1,2,1,4,Hibernating / Lost,RJ
cust_009913,2017-11-15,1,34.35,289,3,2,1,6,Potential Loyalists,RJ
cust_009914,2016-12-11,1,136.64,628,1,2,3,6,Hibernating / Lost,PR
cust_009915,2017-05-11,2,106.06,477,2,4,3,9,At Risk (was frequent),GO
cust_009916,2017-08-24,1,128.9,372,2,2,3,7,Hibernating / Lost,BA
cust_009917,2017-01-15,1,70.15,593,2,2,2,6,Hibernating / Lost,RJ
cust_009918,2018-07-30,11,5088.75,32,4,4,4,12,Champions,SC
cust_009919,2017-11-08,1,81.31,296,3,2,2,7,Potential Loyalists,RJ
cust_009920,2016-09-12,1,377.99,718,1,2,4,7,Hibernating / Lost,SP
cust_009921,2018-01-28,2,98.28,215,3,4,3,10,Loyal Customers,SP
cust_009922,2018-02-19,2,162.99,193,3,4,3,10,Loyal Customers,SP
cust_009923,2017-12-24,1,26.0,250,3,2,1,6,Potential Loyalists,SP
cust_009924,2016-06-04,1,21.07,818,1,2,1,4,Hibernating / Lost,PR
cust_009925,2016-02-02,1,33.96,941,1,2,1,4,Hibernating / Lost,SP
cust_009926,2018-05-27,3,517.99,96,4,4,4,12,Champions,PE
cust_009927,2017-02-05,2,250.9,572,2,4,4,10,At Risk (was frequent),SP
cust_009928,2017-02-23,1,44.33,554,2,2,1,5,Hibernating / Lost,SP
cust_009929,2018-05-04,2,350.49,119,4,4,4,12,Champions,RJ
cust_009930,2017-11-13,2,204.33,291,3,4,3,10,Loyal Customers,SP
cust_009931,2017-04-14,1,20.22,504,2,2,1,5,Hibernating / Lost,SP
cust_009932,2018-06-02,4,442.63,90,4,4,4,12,Champions,SP
cust_009933,2018-06-14,2,649.7,78,4,4,4,12,Champions,RJ
cust_009934,2016-10-06,1,31.44,694,1,2,1,4,Hibernating / Lost,SP
cust_009935,2018-06-22,1,124.17,70,4,2,3,9,Potential Loyalists,MG
cust_009936,2017-10-07,3,509.84,328,3,4,4,11,Loyal Customers,SP
cust_009937,2017-03-26,1,75.97,523,2,2,2,6,Hibernating / Lost,SP
cust_009938,2017-11-23,1,22.29,281,3,2,1,6,Potential Loyalists,SP
cust_009939,2017-02-24,1,12.54,553,2,2,1,5,Hibernating / Lost,SP
cust_009940,2016-01-27,1,205.94,947,1,2,3,6,Hibernating / Lost,SC
cust_009941,2017-06-18,2,161.13,439,2,4,3,9,At Risk (was frequent),RJ
cust_009942,2016-11-18,1,65.65,651,1,2,2,5,Hibernating / Lost,MG
cust_009943,2017-09-08,2,114.56,357,2,4,3,9,At Risk (was frequent),GO
cust_009944,2016-10-01,1,26.98,699,1,2,1,4,Hibernating / Lost,SP
cust_009945,2017-10-27,1,113.57,308,3,2,3,8,Potential Loyalists,GO
cust_009946,2016-08-01,1,16.23,760,1,2,1,4,Hibernating / Lost,PR
cust_009947,2017-03-27,1,0.0,522,2,2,1,5,Hibernating / Lost,PR
cust_009948,2018-06-11,2,65.61,81,4,4,2,10,Champions,GO
cust_009949,2017-08-15,1,60.41,381,2,2,2,6,Hibernating / Lost,SP
cust_009950,2018-05-09,1,131.71,114,4,2,3,9,Potential Loyalists,RJ
cust_009951,2016-06-27,1,89.86,795,1,2,2,5,Hibernating / Lost,RJ
cust_009952,2017-05-19,3,306.17,469,2,4,4,10,At Risk (was frequent),MG
cust_009953,2016-10-28,2,594.21,672,1,4,4,9,At Risk (was frequent),Unknown
cust_009954,2018-05-26,2,321.15,97,4,4,4,12,Champions,SP
cust_009955,2016-11-06,1,169.85,663,1,2,3,6,Hibernating / Lost,MA
cust_009956,2018-08-20,4,558.68,11,4,4,4,12,Champions,RJ
cust_009958,2018-08-06,3,260.37,25,4,4,4,12,Champions,SP
cust_009959,2017-12-16,1,170.61,258,3,2,3,8,Potential Loyalists,MG
cust_009960,2017-03-03,1,55.94,546,2,2,2,6,Hibernating / Lost,SP
cust_009961,2017-11-16,1,116.78,288,3,2,3,8,Potential Loyalists,SP
cust_009962,2018-07-24,8,1152.77,38,4,4,4,12,Champions,MT
cust_009963,2016-06-21,1,701.96,801,1,2,4,7,Hibernating / Lost,SP
cust_009964,2018-02-07,1,18.63,205,3,2,1,6,Potential Loyalists,SP
cust_009965,2017-10-13,2,138.94,322,3,4,3,10,Loyal Customers,RS
cust_009966,2018-01-26,2,462.81,217,3,4,4,11,Loyal Customers,SP
cust_009967,2017-11-11,1,40.87,293,3,2,1,6,Potential Loyalists,SP
cust_009968,2017-10-01,1,190.24,334,3,2,3,8,Potential Loyalists,MG
cust_009969,2016-12-17,1,85.3,622,1,2,2,5,Hibernating / Lost,Unknown
cust_009970,2018-07-05,2,275.81,57,4,4,4,12,Champions,RJ
cust_009971,2016-05-08,1,80.74,845,1,2,2,5,Hibernating / Lost,SC
cust_009972,2017-06-23,1,125.25,434,2,2,3,7,Hibernating / Lost,BA
cust_009973,2017-05-03,1,39.52,485,2,2,1,5,Hibernating / Lost,Unknown
cust_009974,2018-07-13,1,25.65,49,4,2,1,7,Potential Loyalists,MG
cust_009975,2017-05-16,1,17.58,472,2,2,1,5,Hibernating / Lost,BA
cust_009976,2016-04-05,1,241.84,878,1,2,4,7,Hibernating / Lost,SP
cust_009977,2018-05-12,1,41.17,111,4,2,1,7,Potential Loyalists,RJ
cust_009978,2017-05-10,1,63.6,478,2,2,2,6,Hibernating / Lost,SP
cust_009979,2018-07-28,1,146.1,34,4,2,3,9,Potential Loyalists,SP
cust_009980,2016-02-13,1,63.0,930,1,2,2,5,Hibernating / Lost,MT
cust_009981,2018-06-18,1,39.33,74,4,2,1,7,Potential Loyalists,SP
cust_009982,2018-06-11,1,22.02,81,4,2,1,7,Potential Loyalists,SP
cust_009983,2016-01-19,1,184.78,955,1,2,3,6,Hibernating / Lost,SP
cust_009984,2017-09-08,1,22.81,357,2,2,1,5,Hibernating / Lost,MG
cust_009985,2017-08-08,2,487.46,388,2,4,4,10,At Risk (was frequent),DF
cust_009986,2018-06-06,1,414.86,86,4,2,4,10,Potential Loyalists,SP
cust_009987,2017-09-28,1,276.13,337,3,2,4,9,Potential Loyalists,BA
cust_009988,2018-03-24,1,53.07,160,4,2,2,8,Potential Loyalists,RJ
cust_009989,2018-03-13,3,1624.14,171,3,4,4,11,Loyal Customers,Unknown
cust_009990,2017-01-18,3,862.57,590,2,4,4,10,At Risk (was frequent),DF
cust_009991,2018-08-03,2,55.92,28,4,4,2,10,Champions,Unknown
cust_009992,2017-02-20,2,635.62,557,2,4,4,10,At Risk (was frequent),PE
cust_009993,2018-05-07,1,18.52,116,4,2,1,7,Potential Loyalists,SP
cust_009995,2017-12-23,1,64.79,251,3,2,2,7,Potential Loyalists,SP
cust_009996,2018-07-28,1,25.62,34,4,2,1,7,Potential Loyalists,SP
cust_009998,2018-04-16,1,59.94,137,4,2,2,8,Potential Loyalists,PR
cust_009999,2017-07-16,1,32.16,411,2,2,1,5,Hibernating / Lost,MG
cust_010000,2017-03-06,1,76.02,543,2,2,2,6,Hibernating / Lost,ES
cust_010001,2018-07-07,1,65.56,55,4,2,2,8,Potential Loyalists,SP
cust_010002,2017-08-06,1,154.35,390,2,2,3,7,Hibernating / Lost,SP
cust_010003,2018-06-05,3,663.65,87,4,4,4,12,Champions,BA
cust_010004,2018-03-12,1,23.38,172,3,2,1,6,Potential Loyalists,SP
cust_010005,2018-07-29,1,173.68,33,4,2,3,9,Potential Loyalists,SC
cust_010006,2018-06-20,1,14.61,72,4,2,1,7,Potential Loyalists,SP
cust_010007,2017-05-30,1,106.91,458,2,2,3,7,Hibernating / Lost,SP
cust_010008,2017-09-25,2,168.35,340,2,4,3,9,At Risk (was frequent),SP
cust_010009,2017-11-17,2,94.81,287,3,4,2,9,Loyal Customers,SP
cust_010010,2017-09-29,3,130.23,336,3,4,3,10,Loyal Customers,SP
cust_010011,2018-01-17,1,186.67,226,3,2,3,8,Potential Loyalists,SP
cust_010012,2017-11-09,1,78.86,295,3,2,2,7,Potential Loyalists,SP
cust_010013,2017-08-21,1,38.47,375,2,2,1,5,Hibernating / Lost,SC
cust_010014,2017-07-04,2,143.8,423,2,4,3,9,At Risk (was frequent),RJ
cust_010015,2017-10-28,1,23.06,307,3,2,1,6,Potential Loyalists,SP
cust_010016,2017-05-01,1,249.96,487,2,2,4,8,Hibernating / Lost,SP
cust_010017,2017-11-28,1,23.14,276,3,2,1,6,Potential Loyalists,SP
cust_010018,2016-06-30,1,33.48,792,1,2,1,4,Hibernating / Lost,SP
cust_010019,2016-06-01,1,24.53,821,1,2,1,4,Hibernating / Lost,RJ
cust_010020,2018-08-11,2,128.74,20,4,4,3,11,Champions,SP
cust_010021,2018-05-25,3,450.52,98,4,4,4,12,Champions,RN
cust_010022,2018-05-10,2,284.6,113,4,4,4,12,Champions,SP
cust_010023,2017-07-21,1,70.89,406,2,2,2,6,Hibernating / Lost,RJ
cust_010024,2018-04-17,3,400.29,136,4,4,4,12,Champions,RS
cust_010025,2018-01-10,1,63.79,233,3,2,2,7,Potential Loyalists,SP
cust_010026,2017-11-26,2,822.69,278,3,4,4,11,Loyal Customers,SP
cust_010027,2017-05-03,1,82.27,485,2,2,2,6,Hibernating / Lost,SP
cust_010028,2018-03-14,3,265.12,170,3,4,4,11,Loyal Customers,RJ
cust_010029,2016-11-23,1,66.74,646,1,2,2,5,Hibernating / Lost,DF
cust_010030,2017-03-16,2,192.67,533,2,4,3,9,At Risk (was frequent),SP
cust_010031,2016-12-08,1,86.04,631,1,2,2,5,Hibernating / Lost,PE
cust_010032,2016-06-22,1,45.74,800,1,2,2,5,Hibernating / Lost,RJ
cust_010033,2018-03-12,1,41.66,172,3,2,1,6,Potential Loyalists,RS
cust_010034,2017-07-09,1,29.61,418,2,2,1,5,Hibernating / Lost,SP
cust_010035,2017-03-07,1,71.17,542,2,2,2,6,Hibernating / Lost,PE
cust_010036,2018-03-05,2,130.29,179,3,4,3,10,Loyal Customers,SP
cust_010037,2017-12-30,2,230.57,244,3,4,4,11,Loyal Customers,SP
cust_010038,2017-04-05,1,267.02,513,2,2,4,8,Hibernating / Lost,RJ
cust_010039,2016-09-23,1,553.21,707,1,2,4,7,Hibernating / Lost,MS
cust_010040,2017-08-09,1,22.5,387,2,2,1,5,Hibernating / Lost,SP
cust_010041,2017-01-01,1,105.31,607,2,2,3,7,Hibernating / Lost,SP
cust_010042,2017-11-04,2,276.63,300,3,4,4,11,Loyal Customers,MS
cust_010043,2018-07-27,1,413.77,35,4,2,4,10,Potential Loyalists,BA
cust_010044,2018-07-17,3,659.03,45,4,4,4,12,Champions,MG
cust_010045,2018-03-23,1,148.05,161,4,2,3,9,Potential Loyalists,SP
cust_010046,2018-04-16,2,532.82,137,4,4,4,12,Champions,SP
cust_010047,2017-11-29,1,35.98,275,3,2,1,6,Potential Loyalists,MT
cust_010048,2017-05-14,1,14.8,474,2,2,1,5,Hibernating / Lost,SP
cust_010049,2018-07-25,4,740.74,37,4,4,4,12,Champions,PR
cust_010050,2017-05-17,1,45.95,471,2,2,2,6,Hibernating / Lost,MG
cust_010051,2016-08-31,1,236.77,730,1,2,4,7,Hibernating / Lost,MA
cust_010052,2018-04-09,1,90.55,144,4,2,2,8,Potential Loyalists,MG
cust_010053,2017-08-07,1,211.08,389,2,2,3,7,Hibernating / Lost,SP
cust_010054,2018-06-04,1,43.34,88,4,2,1,7,Potential Loyalists,SC
cust_010055,2017-10-16,1,720.56,319,3,2,4,9,Potential Loyalists,PB
cust_010056,2018-07-18,1,31.99,44,4,2,1,7,Potential Loyalists,CE
cust_010058,2018-04-04,1,78.16,149,4,2,2,8,Potential Loyalists,SP
cust_010059,2018-03-08,3,526.26,176,3,4,4,11,Loyal Customers,PR
cust_010060,2017-07-23,1,485.67,404,2,2,4,8,Hibernating / Lost,MG
cust_010061,2017-07-19,2,308.11,408,2,4,4,10,At Risk (was frequent),SP
cust_010062,2018-08-01,1,75.44,30,4,2,2,8,Potential Loyalists,SP
cust_010063,2016-08-18,1,172.48,743,1,2,3,6,Hibernating / Lost,SP
cust_010064,2017-08-04,1,52.31,392,2,2,2,6,Hibernating / Lost,SP
cust_010065,2017-11-18,5,526.78,286,3,4,4,11,Loyal Customers,SP
cust_010066,2016-05-19,1,64.01,834,1,2,2,5,Hibernating / Lost,MS
cust_010067,2018-08-17,4,840.14,14,4,4,4,12,Champions,RS
cust_010068,2017-02-07,1,22.27,570,2,2,1,5,Hibernating / Lost,SP
cust_010069,2017-11-24,1,35.33,280,3,2,1,6,Potential Loyalists,MG
cust_010070,2018-04-07,1,60.96,146,4,2,2,8,Potential Loyalists,RJ
cust_010071,2017-04-19,6,1482.68,499,2,4,4,10,At Risk (was frequent),PR
cust_010072,2016-12-03,1,480.45,636,1,2,4,7,Hibernating / Lost,GO
cust_010073,2018-02-23,2,162.1,189,3,4,3,10,Loyal Customers,SP
cust_010074,2017-06-15,1,42.93,442,2,2,1,5,Hibernating / Lost,RN
cust_010075,2018-03-12,1,115.87,172,3,2,3,8,Potential Loyalists,SP
cust_010076,2016-12-28,1,106.1,611,2,2,3,7,Hibernating / Lost,PR
cust_010077,2016-07-04,1,55.67,788,1,2,2,5,Hibernating / Lost,Unknown
cust_010078,2017-09-27,1,118.71,338,3,2,3,8,Potential Loyalists,PR
cust_010079,2017-09-26,1,22.59,339,2,2,1,5,Hibernating / Lost,SP
cust_010080,2017-09-29,1,110.83,336,3,2,3,8,Potential Loyalists,SP
cust_010081,2018-08-09,2,131.25,22,4,4,3,11,Champions,SP
cust_010082,2017-09-17,1,59.34,348,2,2,2,6,Hibernating / Lost,SP
cust_010083,2016-09-11,1,34.49,719,1,2,1,4,Hibernating / Lost,SP
cust_010084,2017-12-22,2,250.44,252,3,4,4,11,Loyal Customers,SP
cust_010085,2018-05-27,1,163.77,96,4,2,3,9,Potential Loyalists,MG
cust_010086,2016-10-03,2,202.0,697,1,4,3,8,At Risk (was frequent),SP
cust_010087,2017-11-13,2,94.28,291,3,4,2,9,Loyal Customers,RJ
cust_010088,2017-06-01,3,948.73,456,2,4,4,10,At Risk (was frequent),RS
cust_010089,2018-02-02,4,407.5,210,3,4,4,11,Loyal Customers,SP
cust_010090,2018-07-28,1,48.51,34,4,2,2,8,Potential Loyalists,MG
cust_010091,2016-04-11,1,67.1,872,1,2,2,5,Hibernating / Lost,PR
cust_010092,2017-05-29,1,15.12,459,2,2,1,5,Hibernating / Lost,RJ
cust_010094,2018-06-22,1,53.43,70,4,2,2,8,Potential Loyalists,PR
cust_010095,2018-04-23,1,28.46,130,4,2,1,7,Potential Loyalists,RJ
cust_010096,2016-12-14,1,136.07,625,1,2,3,6,Hibernating / Lost,RJ
cust_010098,2017-11-16,1,140.22,288,3,2,3,8,Potential Loyalists,BA
cust_010099,2016-11-23,1,486.04,646,1,2,4,7,Hibernating / Lost,SP
cust_010100,2016-11-29,1,24.22,640,1,2,1,4,Hibernating / Lost,SP
cust_010101,2018-08-18,2,142.47,13,4,4,3,11,Champions,SC
cust_010102,2018-05-10,1,245.76,113,4,2,4,10,Potential Loyalists,RJ
cust_010103,2017-01-28,3,629.5,580,2,4,4,10,At Risk (was frequent),RS
cust_010104,2018-08-07,2,260.21,24,4,4,4,12,Champions,SP
cust_010105,2017-10-24,1,103.66,311,3,2,3,8,Potential Loyalists,SP
cust_010106,2016-12-11,1,54.66,628,1,2,2,5,Hibernating / Lost,RJ
cust_010107,2018-02-01,2,125.1,211,3,4,3,10,Loyal Customers,BA
cust_010108,2018-06-20,1,57.84,72,4,2,2,8,Potential Loyalists,SP
cust_010109,2018-02-05,2,51.85,207,3,4,2,9,Loyal Customers,MS
cust_010110,2017-07-09,1,153.9,418,2,2,3,7,Hibernating / Lost,PR
cust_010111,2016-12-12,1,42.44,627,1,2,1,4,Hibernating / Lost,SC
cust_010112,2016-12-30,1,25.01,609,2,2,1,5,Hibernating / Lost,BA
cust_010113,2018-04-23,3,1223.8,130,4,4,4,12,Champions,SP
cust_010114,2017-09-07,3,474.93,358,2,4,4,10,At Risk (was frequent),SP
cust_010115,2016-04-09,1,23.97,874,1,2,1,4,Hibernating / Lost,SP
cust_010116,2016-10-13,1,46.61,687,1,2,2,5,Hibernating / Lost,SP
cust_010117,2016-08-27,1,48.33,734,1,2,2,5,Hibernating / Lost,SP
cust_010118,2017-07-03,1,38.45,424,2,2,1,5,Hibernating / Lost,PR
cust_010119,2016-12-12,1,72.13,627,1,2,2,5,Hibernating / Lost,SC
cust_010120,2017-05-14,1,151.83,474,2,2,3,7,Hibernating / Lost,SP
cust_010121,2017-11-25,1,65.52,279,3,2,2,7,Potential Loyalists,RJ
cust_010122,2017-10-09,1,42.18,326,3,2,1,6,Potential Loyalists,RS
cust_010123,2018-08-23,1,694.7,8,4,2,4,10,Potential Loyalists,PR
cust_010124,2017-11-29,4,1413.79,275,3,4,4,11,Loyal Customers,MA
cust_010125,2016-08-08,2,92.23,753,1,4,2,7,At Risk (was frequent),SP
cust_010126,2016-12-27,1,92.7,612,2,2,2,6,Hibernating / Lost,SP
cust_010127,2017-12-18,2,111.29,256,3,4,3,10,Loyal Customers,DF
cust_010128,2016-05-25,1,88.36,828,1,2,2,5,Hibernating / Lost,SP
cust_010129,2018-04-08,1,36.35,145,4,2,1,7,Potential Loyalists,SC
cust_010130,2017-10-04,2,216.67,331,3,4,3,10,Loyal Customers,SP
cust_010131,2017-12-03,1,40.68,271,3,2,1,6,Potential Loyalists,RJ
cust_010132,2017-11-25,1,347.96,279,3,2,4,9,Potential Loyalists,MG
cust_010133,2017-03-06,1,33.12,543,2,2,1,5,Hibernating / Lost,PR
cust_010134,2017-06-10,2,243.27,447,2,4,4,10,At Risk (was frequent),Unknown
cust_010135,2018-05-23,10,8240.39,100,4,4,4,12,Champions,BA
cust_010136,2017-05-07,1,69.28,481,2,2,2,6,Hibernating / Lost,DF
cust_010137,2017-04-12,3,698.68,506,2,4,4,10,At Risk (was frequent),SC
cust_010138,2016-04-19,1,109.68,864,1,2,3,6,Hibernating / Lost,ES
cust_010139,2017-08-06,1,177.84,390,2,2,3,7,Hibernating / Lost,GO
cust_010140,2018-02-19,1,19.16,193,3,2,1,6,Potential Loyalists,PR
cust_010141,2018-03-24,2,88.64,160,4,4,2,10,Champions,MG
