order_id,payment_sequential,payment_type,payment_installments,payment_value
order_012191,1,credit_card,1,32.68
order_012192,1,credit_card,2,62.57
order_012193,1,credit_card,6,18.02
order_012194,1,credit_card,1,133.29
order_012195,1,voucher,1,73.41
order_012195,2,boleto,1,266.28
order_012196,1,credit_card,10,64.26
order_012197,1,credit_card,12,289.44
order_012198,1,credit_card,1,236.49
order_012199,1,credit_card,2,80.76
order_012200,1,credit_card,1,126.72
order_012201,1,credit_card,1,241.77
order_012202,1,boleto,1,101.66
order_012203,1,credit_card,10,69.15
order_012204,1,credit_card,10,127.03
order_012205,1,credit_card,6,54.66
order_012206,1,credit_card,10,72.2
order_012207,1,credit_card,1,33.82
order_012208,1,credit_card,6,75.06
order_012209,1,credit_card,6,143.52
order_012210,1,boleto,1,34.33
order_012211,1,credit_card,2,242.94
order_012212,1,credit_card,3,279.51
order_012213,1,credit_card,12,56.21
order_012214,1,credit_card,6,17.24
order_012215,1,credit_card,1,78.09
order_012216,1,boleto,1,111.93
order_012217,1,voucher,1,105.3
order_012217,2,credit_card,10,433.0
order_012218,1,credit_card,12,22.51
order_012219,1,boleto,1,51.88
order_012220,1,credit_card,2,135.28
order_012221,1,credit_card,2,246.74
order_012222,1,credit_card,2,98.0
order_012223,1,credit_card,2,698.3
order_012224,1,credit_card,12,63.78
order_012225,1,boleto,1,601.25
order_012226,1,voucher,1,12.32
order_012226,2,boleto,1,36.48
order_012227,1,credit_card,1,190.83
order_012228,1,credit_card,10,71.67
order_012229,1,boleto,1,115.14
order_012230,1,credit_card,1,96.92
order_012231,1,credit_card,3,239.87
order_012232,1,credit_card,3,13.67
order_012233,1,boleto,1,301.49
order_012234,1,credit_card,12,140.48
order_012235,1,credit_card,1,101.67
order_012236,1,credit_card,2,207.81
order_012237,1,credit_card,12,229.31
order_012238,1,credit_card,2,188.01
order_012239,1,credit_card,12,41.87
order_012240,1,boleto,1,42.5
order_012241,1,voucher,1,12.23
order_012241,2,credit_card,6,45.13
order_012242,1,voucher,1,60.94
order_012242,2,boleto,1,325.59
order_012243,1,credit_card,1,201.22
order_012244,1,boleto,1,89.87
order_012245,1,credit_card,1,344.88
order_012246,1,credit_card,2,59.98
order_012247,1,credit_card,1,27.61
order_012248,1,credit_card,1,65.87
order_012249,1,credit_card,1,54.78
order_012250,1,credit_card,6,23.84
order_012251,1,credit_card,2,27.7
order_012252,1,boleto,1,43.82
order_012253,1,credit_card,6,175.38
order_012254,1,boleto,1,318.46
order_012255,1,credit_card,2,23.54
order_012256,1,credit_card,2,56.08
order_012257,1,credit_card,6,19.23
order_012258,1,credit_card,10,64.12
order_012259,1,credit_card,10,47.96
order_012260,1,credit_card,6,107.06
order_012261,1,voucher,1,96.03
order_012262,1,boleto,1,43.84
order_012263,1,debit_card,1,46.23
order_012264,1,credit_card,1,154.7
order_012265,1,credit_card,10,17.39
order_012266,1,credit_card,1,50.85
order_012267,1,credit_card,1,279.52
order_012268,1,credit_card,1,41.36
order_012269,1,credit_card,2,100.43
order_012270,1,credit_card,1,184.99
order_012271,1,boleto,1,95.53
order_012272,1,credit_card,6,75.54
order_012273,1,voucher,1,45.08
order_012273,2,boleto,1,346.09
order_012274,1,credit_card,6,30.84
order_012275,1,credit_card,1,64.39
order_012276,1,debit_card,1,212.5
order_012277,1,credit_card,6,109.2
order_012278,1,credit_card,1,56.04
order_012279,1,boleto,1,138.11
order_012280,1,boleto,1,238.44
order_012281,1,credit_card,10,63.88
order_012282,1,credit_card,1,241.95
order_012283,1,credit_card,1,343.03
order_012284,1,credit_card,1,24.06
order_012285,1,credit_card,1,185.41
order_012286,1,boleto,1,67.81
order_012287,1,credit_card,3,43.84
order_012288,1,credit_card,3,635.8
order_012289,1,boleto,1,328.63
order_012290,1,credit_card,3,36.68
order_012291,1,credit_card,2,342.85
order_012292,1,credit_card,3,451.14
order_012293,1,credit_card,3,652.31
order_012294,1,boleto,1,57.27
order_012295,1,boleto,1,333.82
order_012296,1,voucher,1,11.87
order_012296,2,credit_card,1,28.39
order_012297,1,boleto,1,140.68
order_012298,1,credit_card,1,53.1
order_012299,1,credit_card,2,73.53
order_012300,1,credit_card,2,45.01
order_012301,1,credit_card,1,73.56
order_012302,1,credit_card,2,12.76
order_012303,1,credit_card,1,49.32
order_012304,1,credit_card,10,221.36
order_012305,1,credit_card,2,40.11
order_012306,1,voucher,1,143.21
order_012307,1,credit_card,12,105.17
order_012308,1,credit_card,3,72.71
order_012309,1,credit_card,1,187.39
order_012310,1,credit_card,3,194.07
order_012311,1,boleto,1,197.12
order_012312,1,credit_card,1,98.81
order_012313,1,credit_card,1,248.2
order_012314,1,credit_card,3,62.51
order_012315,1,credit_card,1,216.14
order_012316,1,credit_card,2,935.83
order_012317,1,credit_card,6,211.39
order_012318,1,credit_card,12,155.4
order_012319,1,credit_card,10,32.1
order_012320,1,credit_card,2,26.1
order_012321,1,boleto,1,97.94
order_012322,1,credit_card,3,83.32
order_012323,1,credit_card,6,137.23
order_012324,1,boleto,1,99.1
order_012325,1,credit_card,1,11.4
order_012326,1,debit_card,1,130.13
order_012327,1,credit_card,1,184.99
order_012328,1,credit_card,1,67.31
order_012329,1,credit_card,1,193.53
order_012330,1,boleto,1,160.95
order_012331,1,credit_card,1,72.55
order_012332,1,credit_card,12,26.86
order_012333,1,credit_card,6,43.13
order_012334,1,credit_card,6,63.02
order_012335,1,credit_card,6,51.05
order_012336,1,credit_card,3,62.78
order_012337,1,credit_card,10,252.37
order_012338,1,credit_card,1,29.43
order_012339,1,credit_card,6,108.25
order_012340,1,credit_card,6,59.35
order_012341,1,credit_card,1,64.74
order_012342,1,credit_card,12,35.38
order_012343,1,voucher,1,17.19
order_012343,2,credit_card,3,69.44
order_012344,1,credit_card,1,38.77
order_012345,1,credit_card,6,485.27
order_012346,1,credit_card,3,18.62
order_012347,1,credit_card,10,37.96
order_012348,1,credit_card,10,235.66
order_012349,1,credit_card,3,233.97
order_012350,1,boleto,1,128.41
order_012351,1,credit_card,1,17.44
order_012352,1,credit_card,10,63.91
order_012353,1,credit_card,1,17.55
order_012354,1,boleto,1,266.55
order_012355,1,credit_card,12,156.19
order_012356,1,credit_card,1,68.61
order_012357,1,credit_card,2,42.63
order_012358,1,credit_card,10,127.97
order_012359,1,voucher,1,33.64
order_012360,1,credit_card,12,42.45
order_012361,1,credit_card,10,459.21
order_012362,1,credit_card,1,41.12
order_012363,1,credit_card,2,154.84
order_012364,1,credit_card,10,277.42
order_012365,1,credit_card,12,51.32
order_012366,1,credit_card,12,249.11
order_012367,1,boleto,1,106.53
order_012368,1,credit_card,3,157.55
order_012369,1,credit_card,12,499.78
order_012370,1,credit_card,6,158.85
order_012371,1,boleto,1,18.29
order_012372,1,credit_card,10,54.9
order_012373,1,credit_card,3,70.05
order_012374,1,credit_card,2,803.93
order_012375,1,credit_card,1,23.83
order_012376,1,voucher,1,4.26
order_012376,2,credit_card,10,25.03
order_012377,1,credit_card,10,309.04
order_012378,1,credit_card,1,75.83
order_012379,1,credit_card,10,223.92
order_012380,1,credit_card,3,571.39
order_012381,1,credit_card,12,212.34
order_012382,1,credit_card,1,23.68
order_012383,1,credit_card,1,216.53
order_012384,1,credit_card,1,116.64
order_012385,1,credit_card,3,37.62
order_012386,1,credit_card,3,39.96
order_012387,1,credit_card,6,76.85
order_012388,1,boleto,1,39.75
order_012389,1,voucher,1,12.15
order_012389,2,credit_card,10,75.41
order_012390,1,credit_card,2,153.44
order_012391,1,boleto,1,161.18
order_012392,1,credit_card,1,169.56
order_012393,1,credit_card,6,157.26
order_012394,1,credit_card,6,25.51
order_012395,1,voucher,1,9.4
order_012395,2,credit_card,3,22.84
order_012396,1,credit_card,1,123.87
order_012397,1,voucher,1,17.9
order_012398,1,credit_card,3,99.64
order_012399,1,credit_card,12,70.39
order_012400,1,boleto,1,33.16
order_012401,1,credit_card,1,206.26
order_012402,1,credit_card,3,129.32
order_012403,1,boleto,1,141.75
order_012404,1,voucher,1,153.28
order_012405,1,boleto,1,198.03
order_012406,1,credit_card,1,103.8
order_012407,1,credit_card,6,25.09
order_012408,1,credit_card,1,116.2
order_012409,1,credit_card,1,264.6
order_012410,1,credit_card,3,287.15
order_012411,1,credit_card,1,147.79
order_012412,1,voucher,1,261.71
order_012413,1,credit_card,6,90.62
order_012414,1,debit_card,1,121.84
order_012415,1,boleto,1,48.67
order_012416,1,credit_card,2,169.0
order_012417,1,boleto,1,86.23
order_012418,1,boleto,1,19.56
order_012419,1,credit_card,12,15.15
order_012420,1,boleto,1,41.86
order_012421,1,voucher,1,6.17
order_012421,2,credit_card,1,19.33
order_012422,1,voucher,1,3.37
order_012422,2,boleto,1,25.36
order_012423,1,boleto,1,247.53
order_012424,1,credit_card,1,439.36
order_012425,1,boleto,1,85.07
order_012426,1,credit_card,6,24.86
order_012427,1,credit_card,1,19.47
order_012428,1,credit_card,10,127.74
order_012429,1,voucher,1,38.69
order_012430,1,credit_card,12,18.85
order_012431,1,boleto,1,106.9
order_012432,1,credit_card,1,73.46
order_012433,1,boleto,1,118.16
order_012434,1,credit_card,1,38.04
order_012435,1,voucher,1,24.86
order_012435,2,credit_card,1,61.32
order_012436,1,credit_card,3,40.01
order_012437,1,voucher,1,3.07
order_012437,2,credit_card,10,18.68
order_012438,1,credit_card,1,41.85
order_012439,1,credit_card,2,179.5
order_012440,1,credit_card,1,49.43
order_012441,1,boleto,1,113.71
order_012442,1,credit_card,6,30.1
order_012443,1,credit_card,1,21.21
order_012444,1,credit_card,2,104.17
order_012445,1,boleto,1,101.47
order_012446,1,boleto,1,273.86
order_012447,1,credit_card,6,35.88
order_012448,1,credit_card,10,114.04
order_012449,1,voucher,1,23.66
order_012449,2,credit_card,3,127.27
order_012450,1,credit_card,10,267.33
order_012451,1,credit_card,10,39.79
order_012452,1,credit_card,12,165.69
order_012453,1,credit_card,6,285.58
order_012454,1,credit_card,2,290.99
order_012455,1,credit_card,1,180.25
order_012456,1,boleto,1,36.31
order_012457,1,credit_card,10,12.5
order_012458,1,credit_card,12,39.59
order_012459,1,credit_card,1,121.47
order_012460,1,debit_card,1,75.48
order_012461,1,voucher,1,24.37
order_012461,2,boleto,1,149.57
order_012462,1,voucher,1,29.86
order_012462,2,credit_card,1,95.11
order_012463,1,credit_card,1,311.21
order_012464,1,credit_card,3,49.59
order_012465,1,boleto,1,96.32
order_012466,1,credit_card,3,49.55
order_012467,1,credit_card,1,32.93
order_012468,1,debit_card,1,27.9
order_012469,1,credit_card,2,40.71
order_012470,1,boleto,1,219.67
order_012471,1,credit_card,3,63.5
order_012472,1,credit_card,2,196.95
order_012473,1,credit_card,1,90.68
order_012474,1,credit_card,2,61.32
order_012475,1,credit_card,3,126.53
order_012476,1,credit_card,2,113.04
order_012477,1,credit_card,10,26.88
order_012478,1,credit_card,1,108.61
order_012479,1,voucher,1,18.18
order_012480,1,boleto,1,123.89
order_012481,1,credit_card,1,327.33
order_012482,1,credit_card,1,70.92
order_012483,1,credit_card,2,41.66
order_012484,1,credit_card,6,49.2
order_012485,1,credit_card,3,40.47
order_012486,1,boleto,1,97.04
order_012487,1,credit_card,3,33.6
order_012488,1,credit_card,10,64.48
order_012489,1,credit_card,10,61.84
order_012490,1,boleto,1,143.25
order_012491,1,credit_card,6,73.05
order_012492,1,credit_card,1,21.11
order_012493,1,credit_card,6,19.52
order_012494,1,credit_card,3,174.89
order_012495,1,credit_card,1,765.38
order_012496,1,credit_card,6,219.42
order_012497,1,credit_card,6,140.53
order_012498,1,boleto,1,108.09
order_012499,1,voucher,1,115.42
order_012500,1,credit_card,2,135.96
order_012501,1,boleto,1,73.8
order_012502,1,credit_card,1,127.46
order_012503,1,boleto,1,62.65
order_012504,1,credit_card,3,101.37
order_012505,1,credit_card,6,156.09
order_012506,1,voucher,1,9.78
order_012506,2,boleto,1,30.92
order_012507,1,boleto,1,103.41
order_012508,1,credit_card,6,122.77
order_012509,1,voucher,1,137.58
order_012510,1,voucher,1,126.84
order_012511,1,voucher,1,31.19
order_012511,2,voucher,1,111.53
order_012512,1,credit_card,1,79.84
order_012513,1,voucher,1,6.67
order_012513,2,credit_card,2,23.7
order_012514,1,voucher,1,112.81
order_012515,1,voucher,1,52.68
order_012515,2,credit_card,10,235.43
order_012516,1,boleto,1,206.55
order_012517,1,credit_card,10,221.02
order_012518,1,boleto,1,64.35
order_012519,1,credit_card,2,18.89
order_012520,1,credit_card,1,26.27
order_012521,1,credit_card,1,780.53
order_012522,1,credit_card,1,70.41
order_012523,1,voucher,1,59.0
order_012524,1,credit_card,1,311.76
order_012525,1,credit_card,10,105.51
order_012526,1,boleto,1,175.34
order_012527,1,credit_card,1,71.02
order_012528,1,boleto,1,534.95
order_012529,1,voucher,1,6.68
order_012529,2,boleto,1,54.12
order_012530,1,credit_card,1,54.42
order_012531,1,credit_card,10,178.43
order_012532,1,voucher,1,34.13
order_012532,2,boleto,1,136.68
order_012533,1,boleto,1,80.81
order_012534,1,credit_card,3,36.95
order_012535,1,credit_card,2,398.99
order_012536,1,boleto,1,302.03
order_012537,1,credit_card,12,25.74
order_012538,1,credit_card,6,46.12
order_012539,1,credit_card,3,95.78
order_012540,1,credit_card,1,24.14
order_012541,1,boleto,1,41.5
order_012542,1,boleto,1,135.38
order_012543,1,credit_card,1,66.08
order_012544,1,credit_card,1,337.69
order_012545,1,credit_card,10,21.44
order_012546,1,boleto,1,66.96
order_012547,1,credit_card,1,214.45
order_012548,1,credit_card,1,87.93
order_012549,1,credit_card,6,19.4
order_012550,1,credit_card,3,166.6
order_012551,1,credit_card,12,192.58
order_012552,1,credit_card,1,108.94
order_012553,1,credit_card,3,122.5
order_012554,1,voucher,1,664.31
order_012555,1,credit_card,6,23.99
order_012556,1,credit_card,3,88.07
order_012557,1,credit_card,6,71.79
order_012558,1,credit_card,3,120.57
order_012559,1,credit_card,1,35.44
order_012560,1,credit_card,3,19.77
order_012561,1,credit_card,10,66.0
order_012562,1,credit_card,1,277.64
order_012563,1,credit_card,1,99.86
order_012564,1,credit_card,1,477.82
order_012565,1,boleto,1,90.28
order_012566,1,boleto,1,25.69
order_012567,1,credit_card,1,72.42
order_012568,1,boleto,1,139.02
order_012569,1,credit_card,6,28.83
order_012570,1,credit_card,10,33.01
order_012571,1,credit_card,6,37.16
order_012572,1,credit_card,1,497.6
order_012573,1,credit_card,10,27.72
order_012574,1,credit_card,3,195.13
order_012575,1,credit_card,1,167.31
order_012576,1,credit_card,1,128.35
order_012577,1,credit_card,1,35.45
order_012578,1,credit_card,1,119.1
order_012579,1,credit_card,2,163.97
order_012580,1,credit_card,3,306.48
order_012581,1,credit_card,3,46.48
order_012582,1,credit_card,10,66.77
order_012583,1,credit_card,1,382.55
order_012584,1,boleto,1,95.56
order_012585,1,boleto,1,179.11
order_012586,1,boleto,1,63.16
order_012587,1,credit_card,3,370.31
order_012588,1,voucher,1,226.76
order_012589,1,credit_card,3,307.29
order_012590,1,credit_card,1,30.69
order_012591,1,credit_card,2,26.87
order_012592,1,credit_card,1,354.92
order_012593,1,credit_card,3,27.42
order_012594,1,voucher,1,7.96
order_012594,2,boleto,1,47.61
order_012595,1,credit_card,3,355.6
order_012596,1,credit_card,2,72.23
order_012597,1,credit_card,1,519.89
order_012598,1,credit_card,1,111.35
order_012599,1,boleto,1,11.73
order_012600,1,voucher,1,224.11
order_012601,1,boleto,1,70.08
order_012602,1,credit_card,2,63.47
order_012603,1,credit_card,1,471.1
order_012604,1,credit_card,1,42.93
order_012605,1,credit_card,2,39.11
order_012606,1,credit_card,6,141.6
order_012607,1,credit_card,6,549.27
order_012608,1,credit_card,10,256.35
order_012609,1,credit_card,1,47.02
order_012610,1,credit_card,12,13.72
order_012611,1,credit_card,10,41.51
order_012612,1,boleto,1,20.59
order_012613,1,credit_card,10,262.34
order_012614,1,credit_card,1,186.19
order_012615,1,credit_card,1,99.79
order_012616,1,credit_card,1,154.86
order_012617,1,voucher,1,617.43
order_012618,1,credit_card,3,132.71
order_012619,1,credit_card,1,50.01
order_012620,1,voucher,1,140.08
order_012621,1,credit_card,12,154.49
order_012622,1,credit_card,1,46.36
order_012623,1,credit_card,6,37.87
order_012624,1,credit_card,10,178.39
order_012625,1,boleto,1,46.74
order_012626,1,credit_card,6,52.39
order_012627,1,credit_card,3,19.11
order_012628,1,credit_card,2,159.41
order_012629,1,boleto,1,41.43
order_012630,1,credit_card,1,271.76
order_012631,1,credit_card,3,59.01
order_012632,1,boleto,1,43.96
order_012633,1,credit_card,1,77.84
order_012634,1,credit_card,10,39.07
order_012635,1,boleto,1,147.41
order_012636,1,credit_card,1,109.44
order_012637,1,credit_card,6,18.05
order_012638,1,credit_card,3,46.36
order_012639,1,credit_card,3,110.68
order_012640,1,boleto,1,221.55
order_012641,1,credit_card,1,72.66
order_012642,1,credit_card,1,64.47
order_012643,1,credit_card,1,50.28
order_012644,1,credit_card,3,528.4
order_012645,1,credit_card,3,288.74
order_012646,1,voucher,1,10.89
order_012646,2,voucher,1,41.27
order_012647,1,voucher,1,4.77
order_012647,2,credit_card,3,38.51
order_012648,1,credit_card,1,303.09
order_012649,1,credit_card,10,68.8
order_012650,1,credit_card,1,134.43
order_012651,1,credit_card,2,513.69
order_012652,1,voucher,1,6.41
order_012652,2,credit_card,6,44.98
order_012653,1,credit_card,10,148.28
order_012654,1,credit_card,6,29.75
order_012655,1,credit_card,1,30.78
order_012656,1,credit_card,3,620.48
order_012657,1,credit_card,1,51.44
order_012658,1,credit_card,1,70.39
order_012659,1,credit_card,6,303.94
order_012660,1,credit_card,2,161.96
order_012661,1,credit_card,2,147.84
order_012662,1,credit_card,10,105.03
order_012663,1,credit_card,2,150.01
order_012664,1,debit_card,1,78.4
order_012665,1,credit_card,10,128.96
order_012666,1,credit_card,1,254.39
order_012667,1,credit_card,10,86.23
order_012668,1,credit_card,1,67.6
order_012669,1,credit_card,2,362.27
order_012670,1,credit_card,1,137.64
order_012671,1,credit_card,6,43.21
order_012672,1,credit_card,1,57.97
order_012673,1,credit_card,6,31.27
order_012674,1,credit_card,6,81.26
order_012675,1,credit_card,2,22.36
order_012676,1,credit_card,1,137.51
order_012677,1,credit_card,10,119.16
order_012678,1,voucher,1,59.76
order_012679,1,credit_card,6,393.09
order_012680,1,credit_card,3,152.2
order_012681,1,credit_card,12,123.16
order_012682,1,credit_card,1,47.03
order_012683,1,credit_card,10,51.06
order_012684,1,boleto,1,244.78
order_012685,1,credit_card,1,30.63
order_012686,1,credit_card,10,36.54
order_012687,1,credit_card,6,102.7
order_012688,1,boleto,1,165.14
order_012689,1,boleto,1,75.31
order_012690,1,credit_card,3,52.86
order_012691,1,boleto,1,31.86
order_012692,1,credit_card,10,82.48
order_012693,1,credit_card,1,62.12
order_012694,1,credit_card,1,18.43
order_012695,1,credit_card,10,291.9
order_012696,1,voucher,1,80.98
order_012696,2,credit_card,1,244.25
order_012697,1,credit_card,1,35.31
order_012698,1,credit_card,1,74.06
order_012699,1,credit_card,3,32.08
order_012700,1,credit_card,1,246.69
order_012701,1,credit_card,1,108.28
order_012702,1,credit_card,10,28.74
order_012703,1,credit_card,1,467.36
order_012704,1,credit_card,1,24.26
order_012705,1,voucher,1,5.44
order_012705,2,boleto,1,47.43
order_012706,1,boleto,1,14.96
order_012707,1,credit_card,2,173.19
order_012708,1,credit_card,2,29.57
order_012709,1,boleto,1,74.4
order_012710,1,credit_card,1,140.48
order_012711,1,credit_card,6,67.35
order_012712,1,boleto,1,111.41
order_012713,1,credit_card,3,50.21
order_012714,1,credit_card,2,25.98
order_012715,1,boleto,1,103.79
order_012716,1,credit_card,12,60.12
order_012717,1,credit_card,3,651.81
order_012718,1,credit_card,2,33.56
order_012719,1,boleto,1,55.22
order_012720,1,boleto,1,31.93
order_012721,1,credit_card,12,43.71
order_012722,1,credit_card,12,33.34
order_012723,1,voucher,1,11.51
order_012723,2,credit_card,6,73.08
order_012724,1,voucher,1,53.22
order_012724,2,credit_card,10,136.03
order_012725,1,voucher,1,245.82
order_012726,1,boleto,1,57.5
order_012727,1,credit_card,1,85.15
order_012728,1,credit_card,3,99.45
order_012729,1,boleto,1,226.97
order_012730,1,boleto,1,92.91
order_012731,1,credit_card,1,20.14
order_012732,1,credit_card,12,251.4
order_012733,1,voucher,1,222.09
order_012734,1,credit_card,1,54.23
order_012735,1,voucher,1,70.68
order_012736,1,credit_card,1,43.8
order_012737,1,credit_card,1,142.77
order_012738,1,credit_card,3,81.31
order_012739,1,credit_card,3,71.38
order_012740,1,credit_card,3,163.55
order_012741,1,credit_card,1,20.05
order_012742,1,credit_card,2,36.67
order_012743,1,credit_card,10,25.64
order_012744,1,voucher,1,108.77
order_012745,1,credit_card,12,29.06
order_012746,1,credit_card,1,73.91
order_012747,1,voucher,1,8.85
order_012747,2,boleto,1,29.21
order_012748,1,credit_card,12,61.57
order_012749,1,credit_card,1,136.24
order_012750,1,credit_card,1,1128.06
order_012751,1,credit_card,6,24.49
order_012752,1,credit_card,1,75.22
order_012753,1,credit_card,1,113.77
order_012754,1,credit_card,1,37.95
order_012755,1,credit_card,10,43.2
order_012756,1,credit_card,3,68.32
order_012757,1,credit_card,1,123.03
order_012758,1,credit_card,3,55.45
order_012759,1,boleto,1,59.29
order_012760,1,credit_card,1,833.67
order_012761,1,credit_card,2,62.18
order_012762,1,credit_card,3,53.51
order_012763,1,boleto,1,35.44
order_012764,1,credit_card,3,121.85
order_012765,1,credit_card,10,176.7
order_012766,1,credit_card,12,111.31
order_012767,1,credit_card,1,114.42
order_012768,1,credit_card,2,41.55
order_012769,1,credit_card,1,41.7
order_012770,1,boleto,1,24.57
order_012771,1,credit_card,1,82.89
order_012772,1,voucher,1,23.6
order_012772,2,boleto,1,105.86
order_012773,1,credit_card,2,59.73
order_012774,1,voucher,1,374.96
order_012775,1,credit_card,10,45.17
order_012776,1,boleto,1,65.63
order_012777,1,credit_card,2,55.2
order_012778,1,credit_card,2,159.19
order_012779,1,credit_card,3,114.99
order_012780,1,credit_card,3,78.3
order_012781,1,debit_card,1,127.18
order_012782,1,credit_card,1,30.2
order_012783,1,credit_card,1,65.12
order_012784,1,credit_card,1,43.29
order_012785,1,voucher,1,13.93
order_012785,2,credit_card,2,38.51
order_012786,1,credit_card,1,22.95
order_012787,1,debit_card,1,247.42
order_012788,1,credit_card,12,75.27
order_012789,1,credit_card,6,56.05
order_012790,1,voucher,1,16.69
order_012791,1,credit_card,2,24.79
order_012792,1,credit_card,3,40.98
order_012793,1,boleto,1,31.4
order_012794,1,boleto,1,52.9
order_012795,1,credit_card,2,562.36
order_012796,1,boleto,1,31.75
order_012797,1,boleto,1,84.24
order_012798,1,credit_card,3,75.36
order_012799,1,credit_card,1,178.34
order_012800,1,voucher,1,33.79
order_012801,1,credit_card,3,108.96
order_012802,1,credit_card,6,216.43
order_012803,1,credit_card,2,20.79
order_012804,1,credit_card,6,197.25
order_012805,1,credit_card,12,33.41
order_012806,1,credit_card,12,76.43
order_012807,1,credit_card,10,109.65
order_012808,1,credit_card,2,29.36
order_012809,1,credit_card,1,99.41
order_012810,1,credit_card,6,128.31
order_012811,1,credit_card,1,224.2
order_012812,1,debit_card,1,387.38
order_012813,1,voucher,1,16.24
order_012814,1,credit_card,1,57.8
order_012815,1,credit_card,2,28.18
order_012816,1,boleto,1,112.54
order_012817,1,boleto,1,64.87
order_012818,1,boleto,1,206.42
order_012819,1,credit_card,3,43.36
order_012820,1,credit_card,1,70.02
order_012821,1,credit_card,1,73.67
order_012822,1,boleto,1,33.52
order_012823,1,boleto,1,92.11
order_012824,1,voucher,1,12.16
order_012824,2,voucher,1,104.66
order_012825,1,credit_card,1,43.29
order_012826,1,voucher,1,41.78
order_012827,1,credit_card,2,40.7
order_012828,1,credit_card,1,22.63
order_012829,1,credit_card,2,98.03
order_012830,1,boleto,1,318.81
order_012831,1,credit_card,3,56.82
order_012832,1,voucher,1,67.11
order_012832,2,credit_card,3,370.13
order_012833,1,credit_card,3,140.28
order_012834,1,debit_card,1,416.93
order_012835,1,credit_card,3,79.43
order_012836,1,voucher,1,7.39
order_012836,2,credit_card,2,32.24
order_012837,1,voucher,1,118.61
order_012838,1,credit_card,1,78.33
order_012839,1,boleto,1,126.43
order_012840,1,credit_card,2,19.0
order_012841,1,credit_card,1,151.78
order_012842,1,credit_card,6,77.41
order_012843,1,boleto,1,57.04
order_012844,1,credit_card,6,78.34
order_012845,1,credit_card,1,62.44
order_012846,1,credit_card,1,77.96
order_012847,1,boleto,1,647.96
order_012848,1,credit_card,10,36.5
order_012849,1,credit_card,3,91.63
order_012850,1,credit_card,1,1073.05
order_012851,1,credit_card,6,203.19
order_012852,1,credit_card,3,44.5
order_012853,1,credit_card,12,153.14
order_012854,1,credit_card,3,140.5
order_012855,1,credit_card,12,30.78
order_012856,1,credit_card,1,342.03
order_012857,1,credit_card,1,26.23
order_012858,1,credit_card,1,322.0
order_012859,1,boleto,1,135.88
order_012860,1,boleto,1,87.5
order_012861,1,credit_card,2,137.96
order_012862,1,credit_card,2,26.84
order_012863,1,credit_card,10,82.81
order_012864,1,voucher,1,51.53
order_012864,2,credit_card,3,182.14
order_012865,1,credit_card,1,19.89
order_012866,1,credit_card,10,315.95
order_012867,1,credit_card,2,86.12
order_012868,1,credit_card,3,43.37
order_012869,1,credit_card,3,88.61
order_012870,1,credit_card,6,128.74
order_012871,1,debit_card,1,140.37
order_012872,1,boleto,1,191.2
order_012873,1,credit_card,2,230.17
order_012874,1,voucher,1,44.8
order_012874,2,credit_card,3,188.27
order_012875,1,credit_card,10,38.37
order_012876,1,credit_card,10,64.79
order_012877,1,credit_card,2,126.93
order_012878,1,voucher,1,42.15
order_012879,1,credit_card,1,360.21
order_012880,1,credit_card,1,24.72
order_012881,1,credit_card,1,79.56
order_012882,1,credit_card,12,164.02
order_012883,1,credit_card,1,203.19
order_012884,1,voucher,1,41.9
order_012885,1,credit_card,1,98.23
order_012886,1,credit_card,12,63.81
order_012887,1,credit_card,2,61.39
order_012888,1,credit_card,6,20.2
order_012889,1,boleto,1,33.75
order_012890,1,credit_card,6,43.35
order_012891,1,boleto,1,206.22
order_012892,1,credit_card,3,64.65
order_012893,1,credit_card,2,175.98
order_012894,1,boleto,1,206.36
order_012895,1,credit_card,10,48.85
order_012896,1,credit_card,6,34.87
order_012897,1,credit_card,1,97.79
order_012898,1,credit_card,3,596.16
order_012899,1,boleto,1,29.39
order_012900,1,boleto,1,25.42
order_012901,1,credit_card,1,15.3
order_012902,1,boleto,1,52.62
order_012903,1,credit_card,6,34.81
order_012904,1,debit_card,1,71.82
order_012905,1,boleto,1,120.13
order_012906,1,credit_card,12,245.48
order_012907,1,credit_card,1,104.75
order_012908,1,credit_card,3,102.74
order_012909,1,credit_card,1,123.57
order_012910,1,credit_card,6,439.77
order_012911,1,credit_card,1,47.42
order_012912,1,credit_card,2,317.48
order_012913,1,credit_card,2,419.78
order_012914,1,voucher,1,7.05
order_012914,2,credit_card,3,60.78
order_012915,1,credit_card,2,57.18
order_012916,1,credit_card,10,45.77
order_012917,1,credit_card,2,15.76
order_012918,1,boleto,1,283.62
order_012919,1,voucher,1,32.54
order_012919,2,credit_card,3,75.92
order_012920,1,boleto,1,92.79
order_012921,1,credit_card,10,371.62
order_012922,1,credit_card,6,749.94
order_012923,1,credit_card,1,101.7
order_012924,1,boleto,1,21.01
order_012925,1,credit_card,1,93.69
order_012926,1,voucher,1,25.92
order_012927,1,credit_card,2,131.38
order_012928,1,credit_card,1,221.63
order_012929,1,voucher,1,27.37
order_012929,2,credit_card,2,95.78
order_012930,1,credit_card,2,221.94
order_012931,1,credit_card,1,382.85
order_012932,1,credit_card,1,90.78
order_012933,1,voucher,1,179.18
order_012934,1,credit_card,6,59.72
