order_id,order_item_id,product_id,seller_id,price,freight_value,item_cost,item_margin
order_020942,2,prod_00269,seller_00016,22.53,10.71,9.87,12.66
order_007646,1,prod_01679,seller_00315,27.54,10.59,7.96,19.58
order_011605,2,prod_00074,seller_00353,324.59,19.07,49.08,275.51
order_029308,1,prod_01369,seller_00342,25.91,9.29,10.83,15.08
order_015541,1,prod_00969,seller_00235,82.92,21.43,35.39,47.53
order_000662,3,prod_01362,seller_00400,136.07,24.12,50.04,86.03
order_000977,1,prod_00623,seller_00156,86.47,10.35,24.31,62.16
order_027741,1,prod_01383,seller_00368,108.12,17.68,41.08,67.04
order_019917,2,prod_00686,seller_00273,24.45,9.12,13.55,10.9
order_021219,2,prod_01259,seller_00413,60.62,14.82,50.86,9.76
order_023492,1,prod_01744,seller_00489,111.17,13.35,112.77,-1.6
order_025507,4,prod_00592,seller_00093,87.07,20.36,39.38,47.69
order_014324,1,prod_00194,seller_00277,132.01,25.8,56.55,75.46
order_026917,1,prod_00795,seller_00273,46.57,7.89,23.41,23.16
order_027026,1,prod_01348,seller_00082,12.66,9.46,14.25,-1.59
order_013698,2,prod_00737,seller_00470,141.6,17.86,73.72,67.88
order_012977,3,prod_01964,seller_00060,19.6,10.15,17.18,2.42
order_020615,1,prod_01164,seller_00021,7.95,6.5,14.05,-6.1
order_002546,2,prod_01928,seller_00375,42.66,12.45,60.15,-17.49
order_012494,2,prod_00028,seller_00351,33.46,15.9,10.98,22.48
order_017190,1,prod_01320,seller_00201,19.87,12.31,12.76,7.11
order_026400,1,prod_00476,seller_00319,15.99,10.15,8.57,7.42
order_015612,1,prod_01137,seller_00092,48.82,10.97,15.57,33.25
order_001544,1,prod_01415,seller_00119,40.94,10.69,25.89,15.05
order_001561,1,prod_01234,seller_00258,155.51,22.83,50.76,104.75
order_012660,2,prod_01930,seller_00422,19.52,11.14,13.04,6.48
order_029789,1,prod_01320,seller_00000,38.75,9.32,12.76,25.99
order_026093,1,prod_00418,seller_00173,56.81,7.82,38.08,18.73
order_017793,1,prod_00499,seller_00386,35.11,12.25,9.74,25.37
order_010697,1,prod_00430,seller_00225,18.38,6.83,9.61,8.77
order_017282,1,prod_00143,seller_00379,40.85,13.82,19.85,21.0
order_020536,3,prod_01584,seller_00393,11.33,10.92,6.38,4.95
order_020129,1,prod_00033,seller_00304,45.19,13.23,38.87,6.32
order_020392,3,prod_01646,seller_00467,79.43,21.27,16.38,63.05
order_021005,1,prod_00193,seller_00405,24.4,6.5,11.37,13.03
order_011611,1,prod_01756,seller_00216,21.43,9.07,18.5,2.93
order_023476,1,prod_01321,seller_00016,11.94,13.6,15.14,-3.2
order_018081,2,prod_01086,seller_00172,56.25,16.34,17.29,38.96
order_014565,1,prod_00027,seller_00241,17.94,10.44,12.21,5.73
order_001588,4,prod_01963,seller_00443,30.41,8.9,7.85,22.56
order_019617,2,prod_00062,seller_00188,29.39,9.05,15.8,13.59
order_020914,1,prod_00645,seller_00322,18.55,7.12,23.66,-5.11
order_023581,1,prod_00447,seller_00087,31.03,10.44,25.0,6.03
order_020998,3,prod_00886,seller_00109,44.74,13.23,33.73,11.01
order_018019,1,prod_00254,seller_00193,98.58,22.29,31.38,67.2
order_025683,4,prod_00755,seller_00023,29.72,7.56,21.5,8.22
order_027107,2,prod_00945,seller_00091,14.39,7.46,13.28,1.11
order_008496,1,prod_00842,seller_00493,18.68,11.45,18.92,-0.24
order_009596,2,prod_00137,seller_00020,47.11,9.2,17.79,29.32
order_009068,1,prod_01064,seller_00335,108.16,14.08,38.82,69.34
order_028940,1,prod_01396,seller_00386,102.65,15.1,32.95,69.7
order_028022,1,prod_01274,seller_00258,5.76,14.61,6.4,-0.64
order_012072,1,prod_00851,seller_00088,101.8,12.94,70.3,31.5
order_026744,3,prod_01219,seller_00023,7.25,6.5,6.73,0.52
order_012521,1,prod_01116,seller_00385,53.61,12.15,10.58,43.03
order_004708,3,prod_01830,seller_00035,177.26,27.15,50.8,126.46
order_020099,1,prod_00575,seller_00174,23.22,10.44,9.85,13.37
order_008761,1,prod_00389,seller_00216,218.63,29.78,63.92,154.71
order_027738,2,prod_01746,seller_00442,133.87,30.23,50.99,82.88
order_000407,1,prod_00378,seller_00256,79.71,19.03,78.04,1.67
order_001091,2,prod_01291,seller_00091,8.72,10.52,6.68,2.04
order_016219,1,prod_00132,seller_00020,9.67,10.99,6.52,3.15
order_017703,1,prod_01648,seller_00080,17.11,11.84,13.04,4.07
order_004556,1,prod_00765,seller_00237,66.39,18.13,29.85,36.54
order_003053,1,prod_01578,seller_00393,99.99,21.87,39.05,60.94
order_010190,1,prod_00399,seller_00436,109.6,18.06,14.58,95.02
order_008919,1,prod_01368,seller_00248,150.22,26.01,139.01,11.21
order_013732,1,prod_01735,seller_00255,43.48,17.26,15.86,27.62
order_017655,1,prod_00652,seller_00494,12.2,8.42,7.67,4.53
order_022580,2,prod_00556,seller_00255,39.43,12.73,6.23,33.2
order_003288,1,prod_01569,seller_00269,116.35,14.92,40.63,75.72
order_009768,1,prod_00616,seller_00256,36.55,12.56,27.36,9.19
order_016826,1,prod_01721,seller_00102,255.73,30.21,95.17,160.56
order_010320,2,prod_00593,seller_00438,139.9,13.71,48.36,91.54
order_029879,1,prod_00249,seller_00040,25.92,6.5,11.0,14.92
order_012070,1,prod_01818,seller_00369,20.56,8.67,10.12,10.44
order_004672,1,prod_00358,seller_00080,38.2,11.4,39.71,-1.51
order_000656,2,prod_00200,seller_00316,130.07,26.8,66.23,63.84
order_025695,1,prod_01451,seller_00427,7.99,7.61,6.34,1.65
order_013815,1,prod_00418,seller_00453,37.53,10.2,38.08,-0.55
order_028108,1,prod_00114,seller_00360,39.36,6.5,26.06,13.3
order_026302,1,prod_00818,seller_00026,39.62,11.0,5.76,33.86
order_000088,1,prod_01990,seller_00495,78.7,16.96,56.28,22.42
order_007494,1,prod_00457,seller_00046,6.6,6.55,9.7,-3.1
order_009092,1,prod_00734,seller_00257,165.54,38.65,54.55,110.99
order_014679,1,prod_01750,seller_00447,32.42,12.13,15.71,16.71
order_022801,2,prod_01268,seller_00417,63.13,18.34,35.86,27.27
order_017705,2,prod_00497,seller_00250,15.55,13.5,7.16,8.39
order_012630,1,prod_00056,seller_00299,46.63,11.55,20.78,25.85
order_021609,2,prod_01667,seller_00041,43.26,13.14,42.85,0.41
order_003148,1,prod_00478,seller_00381,109.78,18.23,32.59,77.19
order_001207,1,prod_00176,seller_00097,113.93,22.79,31.81,82.12
order_002440,2,prod_00672,seller_00011,43.88,18.66,42.21,1.67
order_002248,1,prod_00246,seller_00211,241.53,24.9,102.37,139.16
order_000853,2,prod_00081,seller_00264,125.87,11.59,45.89,79.98
order_012055,1,prod_00875,seller_00038,41.07,13.72,10.42,30.65
order_023648,4,prod_01866,seller_00472,14.66,7.95,21.18,-6.52
order_013565,1,prod_00706,seller_00434,24.39,12.69,8.45,15.94
order_000821,2,prod_00898,seller_00236,23.26,12.98,10.07,13.19
order_014072,1,prod_00861,seller_00070,15.31,6.5,8.69,6.62
order_009678,1,prod_01161,seller_00232,11.38,6.5,6.46,4.92
order_021168,1,prod_00500,seller_00096,51.86,12.34,18.63,33.23
order_011653,1,prod_01243,seller_00023,39.39,15.43,14.44,24.95
order_019404,1,prod_01635,seller_00005,214.52,20.7,95.53,118.99
order_008943,1,prod_01827,seller_00039,70.36,11.91,30.23,40.13
order_017903,1,prod_00302,seller_00481,27.33,9.7,14.17,13.16
order_030093,2,prod_01916,seller_00204,71.91,12.1,21.58,50.33
order_017283,1,prod_00190,seller_00430,50.08,9.81,9.38,40.7
order_017254,1,prod_01019,seller_00006,122.4,9.11,46.19,76.21
order_027694,2,prod_01346,seller_00205,45.74,12.51,21.02,24.72
order_019080,1,prod_01133,seller_00279,211.9,34.76,76.24,135.66
order_020718,2,prod_01765,seller_00361,23.23,11.04,22.3,0.93
order_010701,1,prod_01848,seller_00122,64.77,21.61,34.57,30.2
order_028799,1,prod_00573,seller_00127,142.34,31.25,43.49,98.85
order_023840,1,prod_01789,seller_00291,13.55,13.12,9.74,3.81
order_008193,1,prod_01638,seller_00021,48.03,10.55,22.81,25.22
order_011175,1,prod_00462,seller_00068,149.99,24.15,21.99,128.0
order_006641,1,prod_00075,seller_00171,392.78,37.62,238.15,154.63
order_011286,1,prod_01347,seller_00305,38.68,14.52,18.78,19.9
order_007960,2,prod_00400,seller_00428,203.25,32.96,48.35,154.9
order_010816,1,prod_00173,seller_00105,90.73,10.32,44.83,45.9
order_002639,1,prod_00621,seller_00080,41.97,18.12,13.04,28.93
order_018536,1,prod_01353,seller_00262,440.35,54.98,132.74,307.61
order_012476,2,prod_01187,seller_00453,32.97,10.43,13.91,19.06
order_017116,1,prod_00676,seller_00090,28.68,11.07,22.19,6.49
order_014925,2,prod_01983,seller_00150,1099.47,185.72,166.68,932.79
order_014743,1,prod_01661,seller_00396,8.7,8.98,8.66,0.04
order_000834,1,prod_01965,seller_00329,93.53,11.51,67.15,26.38
order_014762,1,prod_00742,seller_00392,171.43,30.68,54.64,116.79
order_017674,1,prod_00795,seller_00334,33.02,12.69,23.41,9.61
order_020032,1,prod_01484,seller_00362,65.22,11.99,64.31,0.91
order_025551,1,prod_01122,seller_00348,272.08,20.55,65.28,206.8
order_017975,1,prod_01453,seller_00137,167.4,27.89,120.88,46.52
order_009834,2,prod_00963,seller_00104,55.31,18.4,56.69,-1.38
order_006734,2,prod_01385,seller_00387,8.53,12.28,14.23,-5.7
order_016788,2,prod_01886,seller_00149,187.63,24.97,80.47,107.16
order_017219,3,prod_00873,seller_00261,88.09,13.83,38.21,49.88
order_004478,1,prod_01092,seller_00067,14.7,7.25,6.93,7.77
order_005985,1,prod_01979,seller_00236,55.88,17.05,33.08,22.8
order_007769,1,prod_00005,seller_00012,122.72,31.16,28.17,94.55
order_014409,4,prod_01119,seller_00117,42.87,12.99,27.19,15.68
order_028584,1,prod_00242,seller_00275,55.85,13.89,30.65,25.2
order_002789,1,prod_00882,seller_00343,47.83,7.41,15.18,32.65
order_017284,2,prod_00437,seller_00427,104.58,16.46,81.48,23.1
order_011261,1,prod_00211,seller_00213,21.81,11.67,12.1,9.71
order_001336,2,prod_00769,seller_00235,23.78,9.49,41.29,-17.51
order_002749,1,prod_00085,seller_00303,188.04,32.03,53.66,134.38
order_028292,1,prod_00000,seller_00289,278.25,55.77,71.18,207.07
order_008031,1,prod_01981,seller_00367,129.97,33.04,61.43,68.54
order_015045,1,prod_01906,seller_00433,64.57,9.24,12.55,52.02
order_010943,1,prod_00328,seller_00338,63.83,8.34,46.66,17.17
order_002617,2,prod_00544,seller_00412,665.66,111.07,260.08,405.58
order_015972,2,prod_01233,seller_00111,6.56,6.5,10.08,-3.52
order_011203,2,prod_01057,seller_00432,114.69,21.57,18.5,96.19
order_028142,1,prod_01569,seller_00169,102.62,20.56,40.63,61.99
order_014606,1,prod_00654,seller_00089,9.69,9.29,9.0,0.69
order_008279,1,prod_00211,seller_00470,26.57,8.41,12.1,14.47
order_006018,3,prod_01309,seller_00375,57.11,15.34,13.19,43.92
order_012400,1,prod_00619,seller_00223,25.62,7.54,8.41,17.21
order_023051,1,prod_00471,seller_00389,9.8,8.46,12.72,-2.92
order_021127,1,prod_00282,seller_00105,32.75,9.71,26.52,6.23
order_013461,3,prod_00001,seller_00338,35.3,10.28,13.85,21.45
order_010959,1,prod_00507,seller_00041,15.3,8.87,8.09,7.21
order_003787,2,prod_00157,seller_00421,68.48,21.83,27.11,41.37
order_026328,2,prod_00928,seller_00212,15.86,7.36,16.23,-0.37
order_019754,1,prod_01062,seller_00236,52.76,8.35,90.23,-37.47
order_011383,1,prod_00796,seller_00330,288.73,54.83,56.85,231.88
order_001892,1,prod_01023,seller_00362,48.78,16.07,43.17,5.61
order_024580,1,prod_00232,seller_00155,97.62,19.39,35.72,61.9
order_020857,1,prod_01273,seller_00371,86.75,23.04,21.25,65.5
order_003002,1,prod_00746,seller_00354,19.21,10.63,10.52,8.69
order_022340,1,prod_00656,seller_00075,43.97,10.66,24.45,19.52
order_013824,1,prod_01325,seller_00267,26.06,12.87,28.38,-2.32
order_027693,2,prod_01395,seller_00137,140.82,28.52,78.77,62.05
order_019350,1,prod_00600,seller_00083,13.1,7.21,7.87,5.23
order_011275,2,prod_00225,seller_00123,38.15,7.49,19.69,18.46
order_008932,1,prod_01511,seller_00329,282.06,51.29,144.96,137.1
order_017641,2,prod_00563,seller_00055,102.78,18.78,49.42,53.36
order_023139,2,prod_01788,seller_00191,34.76,8.98,23.45,11.31
order_011745,1,prod_00929,seller_00466,529.85,33.7,112.97,416.88
order_015882,1,prod_01958,seller_00182,12.5,6.5,11.21,1.29
order_002648,1,prod_01005,seller_00073,100.35,14.91,49.31,51.04
order_023350,1,prod_01364,seller_00248,16.11,16.95,32.22,-16.11
order_002127,1,prod_00256,seller_00033,139.0,37.09,36.16,102.84
order_008625,1,prod_00844,seller_00270,48.56,13.22,32.0,16.56
order_010525,1,prod_00637,seller_00268,23.52,9.62,9.33,14.19
order_029140,3,prod_01418,seller_00189,149.86,36.58,46.19,103.67
order_010642,1,prod_01272,seller_00396,37.59,13.72,27.02,10.57
order_010410,1,prod_00150,seller_00478,598.75,48.77,87.05,511.7
order_016451,2,prod_00649,seller_00222,6.21,9.27,7.71,-1.5
order_000539,1,prod_01580,seller_00424,195.0,26.06,63.41,131.59
order_021789,3,prod_01875,seller_00075,309.32,37.28,113.39,195.93
order_011695,2,prod_01435,seller_00033,94.28,27.81,27.16,67.12
order_022053,1,prod_01316,seller_00140,47.94,13.15,59.28,-11.34
order_008105,1,prod_00750,seller_00463,320.3,28.65,125.97,194.33
order_011691,1,prod_00016,seller_00232,64.46,12.33,17.45,47.01
order_009255,1,prod_00564,seller_00026,39.01,14.69,21.76,17.25
order_000582,1,prod_00564,seller_00415,22.54,10.16,21.76,0.78
order_008317,2,prod_01082,seller_00114,43.15,6.93,12.8,30.35
order_023969,1,prod_00296,seller_00411,15.96,10.66,6.55,9.41
order_004601,1,prod_00816,seller_00022,117.08,20.51,45.73,71.35
order_011024,2,prod_00393,seller_00342,61.51,12.88,14.37,47.14
order_005128,2,prod_00290,seller_00318,41.86,11.01,19.6,22.26
order_008035,1,prod_00182,seller_00203,39.54,13.03,15.31,24.23
order_011748,1,prod_00044,seller_00269,188.6,27.96,43.88,144.72
order_005674,2,prod_00463,seller_00258,32.47,14.91,30.32,2.15
order_015452,1,prod_01364,seller_00224,33.91,11.11,32.22,1.69
order_009286,1,prod_00322,seller_00064,55.87,13.5,17.53,38.34
order_004167,1,prod_00535,seller_00043,40.06,7.12,27.45,12.61
order_016919,1,prod_00435,seller_00451,94.45,23.79,18.11,76.34
order_019461,1,prod_01704,seller_00373,353.51,24.02,269.55,83.96
order_004939,2,prod_01848,seller_00018,91.35,18.69,34.57,56.78
order_014449,1,prod_00949,seller_00094,22.55,10.41,6.56,15.99
order_014744,1,prod_01847,seller_00392,67.64,8.22,41.74,25.9
order_017699,2,prod_00130,seller_00361,37.84,13.23,18.44,19.4
order_000072,1,prod_00902,seller_00455,9.4,8.28,8.88,0.52
order_004441,1,prod_01276,seller_00279,7.6,8.22,13.04,-5.44
order_006954,1,prod_00246,seller_00305,352.82,42.85,102.37,250.45
order_025708,1,prod_00470,seller_00161,26.84,15.96,37.18,-10.34
order_022986,1,prod_01418,seller_00436,69.99,16.32,46.19,23.8
order_020871,1,prod_00632,seller_00233,200.13,28.45,126.75,73.38
order_018666,3,prod_01832,seller_00484,7.04,12.7,7.0,0.04
order_029787,1,prod_00801,seller_00310,22.58,13.35,14.18,8.4
order_022614,2,prod_00482,seller_00141,9.1,9.12,10.67,-1.57
order_022455,2,prod_01506,seller_00088,26.69,15.7,7.58,19.11
order_027201,1,prod_00929,seller_00224,143.83,24.18,112.97,30.86
order_000914,2,prod_01054,seller_00251,88.18,15.98,19.8,68.38
order_018457,1,prod_01318,seller_00375,74.68,27.12,33.94,40.74
order_026798,1,prod_01913,seller_00191,16.68,9.28,10.91,5.77
order_012348,2,prod_00986,seller_00354,105.88,17.95,33.41,72.47
order_016969,1,prod_01998,seller_00381,34.89,13.65,22.72,12.17
order_002221,1,prod_00291,seller_00441,94.57,23.86,15.93,78.64
order_009196,1,prod_00849,seller_00289,40.11,18.94,14.74,25.37
order_029352,1,prod_01116,seller_00069,7.25,11.7,10.58,-3.33
order_019222,1,prod_01665,seller_00017,27.21,13.08,33.33,-6.12
order_026895,1,prod_01340,seller_00041,109.04,16.72,61.85,47.19
order_014172,2,prod_01970,seller_00227,8.2,6.7,9.56,-1.36
order_028713,2,prod_01836,seller_00403,28.74,13.62,20.26,8.48
order_026245,2,prod_00261,seller_00314,23.87,7.44,12.46,11.41
order_011307,1,prod_00543,seller_00022,80.73,23.16,34.58,46.15
order_007819,1,prod_01757,seller_00397,8.5,6.5,9.7,-1.2
order_004317,1,prod_00478,seller_00273,32.09,9.82,32.59,-0.5
order_025161,2,prod_01675,seller_00379,148.04,16.32,50.84,97.2
order_029551,2,prod_01660,seller_00034,22.41,12.88,6.88,15.53
order_018503,1,prod_01704,seller_00055,1001.55,186.27,269.55,732.0
order_010175,1,prod_00425,seller_00338,112.45,26.54,60.07,52.38
order_025032,1,prod_00775,seller_00467,63.98,12.25,11.41,52.57
order_011533,1,prod_00168,seller_00349,165.2,23.24,49.13,116.07
order_027932,1,prod_01158,seller_00380,193.54,33.47,246.35,-52.81
order_028999,2,prod_01912,seller_00004,10.35,13.35,13.21,-2.86
order_023494,3,prod_01414,seller_00014,23.68,9.76,9.12,14.56
order_003478,2,prod_01949,seller_00158,32.41,10.78,13.72,18.69
order_016758,1,prod_00682,seller_00243,18.55,6.5,31.47,-12.92
order_006265,1,prod_01887,seller_00056,72.68,15.89,35.25,37.43
order_006250,1,prod_00881,seller_00212,47.65,9.4,38.11,9.54
order_013509,1,prod_01808,seller_00127,28.51,6.5,22.64,5.87
order_006119,1,prod_00081,seller_00264,83.28,12.88,45.89,37.39
order_027298,3,prod_01633,seller_00181,265.89,19.56,76.74,189.15
order_011303,3,prod_01550,seller_00452,86.38,15.94,40.2,46.18
order_018738,3,prod_01852,seller_00176,16.31,9.71,26.05,-9.74
order_019780,1,prod_00011,seller_00414,148.4,17.6,71.21,77.19
order_022940,1,prod_01928,seller_00034,259.52,50.24,60.15,199.37
order_028611,4,prod_01268,seller_00148,53.51,8.55,35.86,17.65
order_020637,1,prod_01514,seller_00227,9.81,11.49,6.54,3.27
order_017574,2,prod_01039,seller_00233,73.39,21.98,30.07,43.32
order_010280,1,prod_01829,seller_00266,20.54,9.94,12.48,8.06
order_002550,1,prod_00896,seller_00099,29.95,10.9,27.04,2.91
order_018519,2,prod_00492,seller_00261,17.11,9.68,23.5,-6.39
order_017477,1,prod_00865,seller_00117,85.65,13.02,58.1,27.55
order_011171,1,prod_01074,seller_00245,35.89,11.94,8.02,27.87
order_002363,1,prod_01938,seller_00202,80.74,12.45,13.25,67.49
order_028157,1,prod_01809,seller_00452,61.51,20.43,59.26,2.25
order_014765,4,prod_01140,seller_00385,211.95,38.71,148.52,63.43
order_021984,1,prod_00926,seller_00377,150.67,37.15,25.87,124.8
order_018877,1,prod_00520,seller_00210,16.46,6.5,10.05,6.41
order_001721,1,prod_00472,seller_00108,26.85,7.63,33.1,-6.25
order_011066,2,prod_01519,seller_00438,57.8,11.86,31.43,26.37
order_015678,1,prod_00946,seller_00191,18.76,8.19,12.08,6.68
order_005135,1,prod_01133,seller_00162,170.58,22.82,76.24,94.34
order_006436,3,prod_01319,seller_00355,99.89,17.49,44.25,55.64
order_005737,2,prod_01451,seller_00476,18.82,10.76,6.34,12.48
order_018634,2,prod_01229,seller_00195,66.39,13.61,69.55,-3.16
order_004140,1,prod_00520,seller_00459,15.23,6.5,10.05,5.18
order_015490,1,prod_00159,seller_00449,122.23,17.65,30.14,92.09
order_013150,1,prod_00475,seller_00352,23.74,6.5,12.19,11.55
order_012219,2,prod_00249,seller_00290,13.97,12.07,11.0,2.97
order_006436,2,prod_01419,seller_00378,137.91,28.76,73.6,64.31
order_003415,1,prod_00547,seller_00177,64.95,17.09,54.79,10.16
order_013747,1,prod_00437,seller_00489,297.68,56.89,81.48,216.2
order_000300,3,prod_01753,seller_00377,25.92,11.15,6.28,19.64
order_029386,1,prod_01165,seller_00323,38.18,10.15,15.55,22.63
order_017185,1,prod_01729,seller_00161,79.64,13.98,36.11,43.53
order_010108,1,prod_00475,seller_00179,7.09,9.62,12.19,-5.1
order_017160,1,prod_00898,seller_00480,21.67,8.17,10.07,11.6
order_020231,1,prod_01984,seller_00439,34.53,14.72,24.62,9.91
order_013202,1,prod_01244,seller_00044,87.77,19.21,104.65,-16.88
order_024889,1,prod_01670,seller_00159,11.02,9.16,12.65,-1.63
order_010423,1,prod_00655,seller_00491,113.12,23.57,15.31,97.81
order_028600,2,prod_00617,seller_00037,182.48,27.09,77.33,105.15
order_002004,2,prod_01782,seller_00443,142.69,26.6,37.11,105.58
order_009270,1,prod_01543,seller_00415,57.57,11.5,24.25,33.32
order_011428,1,prod_01173,seller_00074,28.18,11.17,14.59,13.59
order_029931,1,prod_01771,seller_00071,262.29,41.88,76.08,186.21
order_026025,1,prod_00980,seller_00365,102.62,25.65,79.67,22.95
order_016809,1,prod_00930,seller_00257,23.02,6.5,7.85,15.17
order_008131,1,prod_01167,seller_00434,53.39,13.61,58.55,-5.16
order_026112,2,prod_01926,seller_00117,47.56,7.75,37.45,10.11
order_014770,1,prod_01845,seller_00171,127.34,13.85,77.34,50.0
order_021525,1,prod_00989,seller_00498,57.36,15.59,21.05,36.31
order_023983,1,prod_01717,seller_00476,44.27,11.59,6.37,37.9
order_003286,1,prod_00516,seller_00315,97.69,22.31,27.76,69.93
order_029311,1,prod_01102,seller_00334,75.97,8.11,45.0,30.97
order_020122,1,prod_01519,seller_00284,35.4,14.85,31.43,3.97
order_015808,1,prod_00837,seller_00380,70.57,16.44,24.17,46.4
order_025853,3,prod_00004,seller_00317,53.01,12.63,28.8,24.21
order_010358,3,prod_01231,seller_00369,410.81,67.69,52.86,357.95
order_023714,3,prod_01711,seller_00358,4.9,7.86,8.0,-3.1
order_017699,1,prod_01503,seller_00121,83.31,13.47,44.04,39.27
order_003156,1,prod_01005,seller_00263,87.41,25.83,49.31,38.1
order_010240,1,prod_01864,seller_00319,45.75,8.82,20.03,25.72
order_006359,1,prod_01842,seller_00364,145.1,22.74,34.65,110.45
order_015192,1,prod_01402,seller_00308,5.84,9.85,8.11,-2.27
order_002878,1,prod_01595,seller_00178,53.29,15.35,17.16,36.13
order_026875,1,prod_01831,seller_00055,66.21,11.19,25.88,40.33
order_009051,1,prod_01066,seller_00169,80.32,22.95,40.67,39.65
order_012830,2,prod_01582,seller_00337,37.23,9.81,11.4,25.83
order_025961,1,prod_01682,seller_00384,33.56,11.21,20.76,12.8
order_025383,1,prod_01630,seller_00243,197.54,33.08,40.17,157.37
order_021706,2,prod_00244,seller_00217,202.77,43.0,82.11,120.66
order_013642,1,prod_01447,seller_00042,153.53,21.49,93.21,60.32
order_023699,1,prod_01399,seller_00384,161.29,27.46,29.11,132.18
order_007501,1,prod_01033,seller_00319,11.34,7.96,9.57,1.77
order_014159,4,prod_00657,seller_00490,10.13,10.61,9.35,0.78
order_007465,1,prod_00196,seller_00494,61.2,12.97,27.67,33.53
order_017420,1,prod_01151,seller_00378,33.19,8.05,20.13,13.06
order_013822,1,prod_00732,seller_00048,82.85,18.97,27.66,55.19
order_026702,1,prod_00602,seller_00436,14.19,8.9,9.2,4.99
order_009033,3,prod_01878,seller_00467,82.22,12.88,19.24,62.98
order_028301,1,prod_01753,seller_00184,19.0,10.83,6.28,12.72
order_011604,1,prod_00607,seller_00361,153.7,22.78,60.33,93.37
order_027023,1,prod_01579,seller_00147,31.47,10.41,9.11,22.36
order_009960,1,prod_00818,seller_00021,6.85,6.5,5.76,1.09
order_013659,1,prod_00900,seller_00356,147.05,14.21,85.28,61.77
order_027990,1,prod_00335,seller_00320,68.12,14.39,31.4,36.72
order_020824,1,prod_00871,seller_00014,24.86,8.67,8.46,16.4
order_011534,1,prod_01213,seller_00324,104.0,27.59,21.42,82.58
order_016223,1,prod_01696,seller_00273,45.28,6.9,34.98,10.3
order_003236,3,prod_01020,seller_00031,38.75,16.15,15.72,23.03
order_017443,2,prod_01993,seller_00022,43.24,12.57,18.06,25.18
order_013244,1,prod_01078,seller_00419,130.63,25.7,37.66,92.97
order_007167,2,prod_00120,seller_00377,5.48,10.78,8.09,-2.61
order_008471,1,prod_00642,seller_00427,436.29,31.15,76.36,359.93
order_000814,1,prod_01572,seller_00238,25.91,14.11,10.89,15.02
order_018591,4,prod_00300,seller_00499,81.49,13.16,29.26,52.23
order_024920,2,prod_00633,seller_00152,84.67,16.29,22.1,62.57
order_028350,1,prod_00922,seller_00129,46.8,10.3,23.12,23.68
order_017258,1,prod_01039,seller_00335,19.75,7.89,30.07,-10.32
order_003363,3,prod_00587,seller_00242,32.55,10.94,33.47,-0.92
order_023790,1,prod_01510,seller_00024,77.12,12.26,27.92,49.2
order_009830,1,prod_00177,seller_00054,19.06,9.71,32.82,-13.76
order_007660,1,prod_00042,seller_00271,93.62,20.28,63.94,29.68
order_008825,1,prod_01570,seller_00397,32.1,12.33,10.7,21.4
order_027954,2,prod_00736,seller_00342,85.54,22.24,13.81,71.73
order_006230,1,prod_00885,seller_00217,12.25,9.37,5.92,6.33
order_013565,2,prod_01641,seller_00434,50.8,15.43,15.73,35.07
order_007049,3,prod_00648,seller_00309,112.11,9.25,50.24,61.87
order_025209,1,prod_00760,seller_00232,42.66,15.73,13.54,29.12
order_024113,1,prod_00645,seller_00304,90.24,22.1,23.66,66.58
order_005270,1,prod_01553,seller_00312,337.7,34.41,134.65,203.05
order_008356,1,prod_01978,seller_00138,20.01,12.22,9.21,10.8
order_030093,1,prod_00106,seller_00205,86.31,23.85,19.05,67.26
order_011232,1,prod_01145,seller_00490,153.16,16.07,85.69,67.47
order_020195,1,prod_00612,seller_00445,9.4,6.5,9.34,0.06
order_009992,2,prod_01203,seller_00391,10.7,11.44,6.22,4.48
order_024261,2,prod_00209,seller_00305,67.8,7.84,42.19,25.61
order_005715,1,prod_01704,seller_00496,1052.55,141.61,269.55,783.0
order_005838,1,prod_01550,seller_00482,64.33,19.61,40.2,24.13
order_004461,1,prod_01619,seller_00135,117.89,13.05,42.27,75.62
order_001398,1,prod_01904,seller_00448,50.46,15.92,21.21,29.25
order_013603,1,prod_00373,seller_00313,29.36,9.79,10.5,18.86
order_019040,1,prod_00700,seller_00273,10.99,9.98,7.89,3.1
order_003872,1,prod_01571,seller_00159,81.64,14.92,51.11,30.53
order_024926,1,prod_01724,seller_00052,79.59,13.05,45.64,33.95
order_001758,4,prod_01224,seller_00276,32.55,11.47,8.38,24.17
order_029433,1,prod_00330,seller_00008,12.91,6.5,13.79,-0.88
order_017382,1,prod_00498,seller_00091,39.18,19.81,31.05,8.13
order_028402,1,prod_00076,seller_00142,583.23,88.61,222.42,360.81
order_016410,1,prod_01275,seller_00390,68.41,18.16,28.16,40.25
order_020437,1,prod_01433,seller_00144,101.46,27.33,99.57,1.89
order_029320,3,prod_00089,seller_00257,14.52,8.48,14.09,0.43
order_015328,3,prod_00337,seller_00463,399.86,39.8,91.23,308.63
order_027363,1,prod_01091,seller_00463,9.88,12.61,10.95,-1.07
order_017087,1,prod_00432,seller_00271,76.1,9.52,44.11,31.99
order_019485,1,prod_00840,seller_00283,28.8,14.25,29.19,-0.39
order_006711,1,prod_00142,seller_00238,78.41,21.79,56.23,22.18
order_027522,1,prod_00965,seller_00221,48.39,17.14,10.27,38.12
order_022074,2,prod_01087,seller_00217,17.42,11.59,21.1,-3.68
