product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_cost
prod_00905,diapers_and_hygiene,1836,15.7,8.6,28.1,6.86
prod_00906,signaling_and_security,866,27.4,10.6,25.6,15.08
prod_00907,garden_tools,2184,16.8,4.6,21.4,15.5
prod_00908,diapers_and_hygiene,2779,16.8,13.9,17.7,10.6
prod_00909,consoles_games,684,23.1,9.4,26.1,140.51
prod_00910,books_technical,1994,38.8,35.8,45.2,20.77
prod_00911,costruction_tools_garden,773,38.9,15.7,17.6,54.19
prod_00912,home_appliances,1041,36.6,10.3,58.8,66.73
prod_00913,construction_tools,1564,26.0,6.8,26.3,22.55
prod_00914,construction_tools,810,39.9,12.6,38.3,32.05
prod_00915,industry_commerce_and_business,1463,14.8,29.9,30.1,69.75
prod_00916,stationery,1109,32.3,11.5,32.3,21.31
prod_00917,baby,2218,29.1,12.7,15.2,21.86
prod_00918,fashion_bags_accessories,2222,25.2,24.3,19.3,15.5
prod_00919,telephony,813,32.9,15.5,9.3,44.56
prod_00920,electronics,1589,8.5,20.9,22.3,86.21
prod_00921,computers_accessories,2456,17.0,16.4,33.9,113.91
prod_00922,furniture_decor,524,37.3,15.9,22.4,23.12
prod_00923,cds_dvds_musicals,1104,28.8,4.0,39.3,6.43
prod_00924,furniture_decor,1540,12.3,6.1,20.3,59.35
prod_00925,fashion_shoes,504,28.4,14.5,17.0,24.15
prod_00926,costruction_tools_garden,894,21.8,7.2,18.8,25.87
prod_00927,cds_dvds_musicals,3630,48.7,12.6,35.5,15.72
prod_00928,construction_tools,787,15.4,5.8,52.5,16.23
prod_00929,telephony,860,15.7,24.4,61.8,112.97
prod_00930,party_supplies,1822,35.0,7.8,33.7,7.85
prod_00931,food_drink,449,26.5,6.8,38.4,19.78
prod_00932,pet_shop,1122,25.9,4.9,10.6,22.8
prod_00933,furniture_decor,612,76.1,19.2,12.3,43.19
prod_00934,health_beauty,1460,39.5,12.6,15.6,14.88
prod_00935,toys,50,24.2,23.9,46.6,35.32
prod_00936,watches_gifts,1316,11.4,9.2,46.3,31.92
prod_00937,industry_commerce_and_business,1570,23.5,6.0,68.8,29.77
prod_00938,garden_tools,912,14.6,12.3,15.4,58.28
prod_00939,baby,959,17.6,26.7,23.7,23.98
prod_00940,art,824,17.9,3.9,9.2,12.63
prod_00941,luggage_accessories,1111,46.8,15.3,11.2,12.82
prod_00942,garden_tools,3221,12.9,16.2,21.3,57.74
prod_00943,stationery,2265,44.6,29.2,15.8,9.65
prod_00944,office_furniture,1110,35.8,7.4,15.9,167.07
prod_00945,books_general,894,35.5,3.7,18.1,13.28
prod_00946,party_supplies,2121,17.2,9.8,49.2,12.08
prod_00947,industry_commerce_and_business,1392,41.7,20.7,42.0,54.51
prod_00948,art,493,16.2,13.1,14.3,60.93
prod_00949,health_beauty,1013,56.3,17.2,41.4,6.56
prod_00950,auto,2997,47.4,6.3,16.5,42.9
prod_00951,fashion_shoes,1771,61.0,11.1,10.5,29.12
prod_00952,sports_leisure,902,29.2,13.4,17.7,23.98
prod_00953,fashion_bags_accessories,310,26.5,4.4,28.7,27.23
prod_00954,watches_gifts,1455,23.2,13.4,15.2,34.88
prod_00955,party_supplies,1246,75.3,10.4,33.3,13.12
prod_00956,sports_leisure,1084,38.6,52.3,18.4,27.68
prod_00957,watches_gifts,2138,14.6,12.8,29.8,19.75
prod_00958,garden_tools,1787,53.1,30.1,14.2,26.6
prod_00959,watches_gifts,321,26.0,17.1,24.9,64.96
prod_00960,fashion_shoes,1251,5.9,11.8,15.4,22.09
prod_00961,fashion_bags_accessories,406,19.2,27.6,21.7,71.28
prod_00962,christmas_supplies,835,47.4,5.7,59.3,31.23
prod_00963,unknown,377,35.8,9.6,19.7,56.69
prod_00964,small_appliances,391,39.3,21.5,12.1,49.02
prod_00965,books_general,1586,52.8,2.2,25.7,10.27
prod_00966,pet_shop,1475,10.3,12.5,25.9,42.89
prod_00967,air_conditioning,1183,19.4,12.5,25.8,169.12
prod_00968,garden_tools,777,29.5,15.0,32.4,31.57
prod_00969,furniture_living_room,351,48.1,11.1,19.2,35.39
prod_00970,air_conditioning,838,16.1,20.9,34.0,72.35
prod_00971,industry_commerce_and_business,1480,24.2,7.7,24.4,69.1
prod_00972,pet_shop,1456,28.6,22.7,11.8,39.81
prod_00973,market_place,2955,18.9,6.2,36.4,12.54
prod_00974,industry_commerce_and_business,2678,28.4,15.7,26.9,32.5
prod_00975,pet_shop,1218,26.4,25.7,33.1,59.34
prod_00976,party_supplies,831,21.5,7.2,12.5,6.53
prod_00977,housewares,626,41.7,8.5,37.4,11.55
prod_00978,fashion_bags_accessories,299,38.0,23.1,67.0,11.77
prod_00979,computers_accessories,449,42.6,14.3,12.0,28.16
prod_00980,furniture_decor,1482,44.4,3.7,40.0,79.67
prod_00981,home_appliances,1874,59.3,14.7,27.0,141.63
prod_00982,auto,970,12.0,18.9,24.5,39.49
prod_00983,electronics,5068,12.8,23.7,37.7,96.03
prod_00984,consoles_games,453,39.9,15.5,35.6,81.18
prod_00985,pet_shop,269,22.6,17.5,45.0,11.97
prod_00986,unknown,5011,21.1,31.8,12.8,33.41
prod_00987,food_drink,334,19.4,21.8,45.8,23.65
prod_00988,stationery,960,43.3,10.9,29.6,14.56
prod_00989,perfumery,672,73.0,11.8,9.4,21.05
prod_00990,costruction_tools_garden,1561,44.3,25.1,19.8,29.71
prod_00991,housewares,904,22.0,15.3,27.3,11.21
prod_00992,small_appliances,1878,42.2,13.9,19.6,28.46
prod_00993,consoles_games,2168,12.6,10.7,23.0,96.42
prod_00994,telephony,296,5.1,24.6,18.1,27.33
prod_00995,pet_shop,608,25.5,7.5,57.0,9.76
prod_00996,perfumery,1991,10.3,9.6,84.5,98.46
prod_00997,telephony,2469,22.6,24.5,34.3,35.8
prod_00998,market_place,1366,31.2,24.4,25.6,17.89
prod_00999,telephony,1645,79.6,42.8,14.0,26.05
prod_01000,books_general,3081,50.0,12.6,45.0,6.27
prod_01001,watches_gifts,913,10.4,10.8,32.0,40.18
prod_01002,consoles_games,1355,11.0,11.5,14.8,67.73
prod_01003,luggage_accessories,2680,18.9,4.1,14.9,40.95
prod_01004,auto,2793,64.8,2.6,23.2,68.78
prod_01005,costruction_tools_garden,1117,10.7,15.4,25.8,49.31
prod_01006,cds_dvds_musicals,625,19.5,10.3,33.9,14.25
prod_01007,christmas_supplies,1108,19.5,7.9,24.0,38.7
prod_01008,watches_gifts,1190,34.9,13.8,35.3,52.33
prod_01009,cds_dvds_musicals,606,42.8,15.6,19.6,14.47
prod_01010,party_supplies,686,38.2,12.0,24.1,13.99
prod_01011,costruction_tools_garden,2795,32.5,12.2,45.9,11.34
prod_01012,telephony,1699,12.3,10.2,36.1,30.53
prod_01013,luggage_accessories,963,30.0,19.8,24.8,19.38
prod_01014,computers_accessories,479,53.6,9.2,29.1,52.98
prod_01015,fashion_underwear_beach,693,62.4,6.8,24.1,10.06
prod_01016,furniture_living_room,247,34.5,9.9,11.3,70.76
prod_01017,office_furniture,1392,10.5,15.0,5.0,94.84
prod_01018,office_furniture,661,34.8,20.5,53.6,106.19
prod_01019,health_beauty,1473,26.4,35.4,15.4,46.19
prod_01020,furniture_living_room,1977,11.5,13.9,20.4,15.72
prod_01021,party_supplies,1488,15.6,30.3,77.1,6.24
prod_01022,consoles_games,872,17.2,8.7,13.7,371.67
prod_01023,baby,579,40.0,7.7,23.4,43.17
prod_01024,art,417,61.1,17.0,47.4,19.74
prod_01025,computers_accessories,2617,37.0,18.5,59.4,52.69
prod_01026,home_appliances,1442,40.6,14.7,31.8,55.87
prod_01027,office_furniture,912,27.4,53.0,45.3,15.25
prod_01028,home_appliances,1800,20.9,9.0,22.2,40.77
prod_01029,christmas_supplies,2340,37.5,27.1,5.0,12.51
prod_01030,consoles_games,673,32.7,7.9,43.2,49.28
prod_01031,diapers_and_hygiene,1411,18.1,19.4,24.5,7.16
prod_01032,sports_leisure,1432,31.6,13.5,20.9,99.52
prod_01033,music,2994,28.3,15.3,19.9,9.57
prod_01034,fashion_underwear_beach,902,24.1,17.1,34.9,16.65
prod_01035,auto,561,20.5,13.8,34.7,51.21
prod_01036,auto,1525,34.5,12.2,24.9,53.91
prod_01037,cds_dvds_musicals,1904,21.3,3.4,31.0,6.77
prod_01038,market_place,1328,73.0,22.3,13.6,26.27
prod_01039,pet_shop,3130,36.4,5.4,22.4,30.07
prod_01040,sports_leisure,900,34.7,10.3,13.9,12.77
prod_01041,fashion_underwear_beach,1352,25.9,16.0,13.6,12.84
prod_01042,art,320,23.0,6.2,29.6,13.72
prod_01043,bed_bath_table,534,9.0,12.2,25.6,21.47
prod_01044,home_appliances,676,18.8,20.9,19.6,91.14
prod_01045,furniture_living_room,1021,10.3,10.2,21.8,65.69
prod_01046,signaling_and_security,373,10.3,12.3,30.8,43.41
prod_01047,baby,1782,14.3,7.1,35.3,30.78
prod_01048,home_appliances,627,50.8,11.0,32.5,68.35
prod_01049,cds_dvds_musicals,4495,50.7,5.6,9.2,6.44
prod_01050,sports_leisure,646,19.0,14.9,6.0,39.74
prod_01051,unknown,1252,12.1,4.6,16.2,95.88
prod_01052,luggage_accessories,1139,22.4,8.8,6.0,16.9
prod_01053,cds_dvds_musicals,495,39.8,13.6,50.5,9.71
prod_01054,market_place,1024,45.7,11.7,21.4,19.8
prod_01055,music,1014,31.4,16.5,11.7,19.36
prod_01056,air_conditioning,2169,34.2,12.3,21.3,97.99
prod_01057,christmas_supplies,1566,32.6,3.4,7.9,18.5
prod_01058,consoles_games,1764,10.8,6.1,11.9,131.16
prod_01059,construction_tools,2137,12.8,13.2,20.4,29.38
prod_01060,market_place,1784,62.4,24.1,18.7,17.34
prod_01061,telephony,1402,31.3,21.7,20.4,21.18
prod_01062,industry_commerce_and_business,671,7.7,52.2,31.3,90.23
prod_01063,costruction_tools_garden,1338,35.3,9.5,39.7,12.46
prod_01064,pet_shop,569,16.8,20.5,26.4,38.82
prod_01065,toys,1084,47.5,19.6,40.7,23.24
prod_01066,fashion_bags_accessories,979,45.0,31.0,18.9,40.67
prod_01067,consoles_games,1028,38.7,26.3,43.5,51.76
prod_01068,books_general,377,31.1,15.5,26.6,11.33
prod_01069,costruction_tools_garden,50,53.3,18.6,38.0,31.38
prod_01070,books_general,844,56.0,16.6,19.1,11.64
prod_01071,party_supplies,2481,17.0,12.9,26.0,6.75
prod_01072,diapers_and_hygiene,1238,38.5,17.8,63.4,13.48
prod_01073,books_technical,2361,20.7,14.6,25.9,8.02
prod_01074,stationery,572,15.7,14.2,39.5,8.02
prod_01075,fashion_underwear_beach,812,55.9,31.8,42.0,6.55
prod_01076,consoles_games,4670,41.6,15.7,33.7,120.81
prod_01077,pet_shop,603,32.5,13.9,36.8,26.67
prod_01078,luggage_accessories,1740,17.9,11.9,19.1,37.66
prod_01079,stationery,1738,56.8,11.3,15.9,22.89
prod_01080,furniture_living_room,1607,86.1,6.0,14.0,39.81
prod_01081,health_beauty,1755,16.6,12.9,30.6,27.88
prod_01082,music,595,14.6,24.8,25.5,12.8
prod_01083,furniture_living_room,877,28.3,9.3,29.5,40.56
prod_01084,construction_tools,62,39.8,39.6,12.7,82.79
prod_01085,office_furniture,3061,23.6,2.3,17.2,185.44
prod_01086,garden_tools,1748,120.0,17.4,39.0,17.29
prod_01087,fashion_underwear_beach,677,30.9,14.9,27.6,21.1
prod_01088,music,578,20.6,31.5,26.7,12.42
prod_01089,fashion_bags_accessories,2510,21.9,8.6,22.3,31.68
prod_01090,housewares,638,65.9,5.5,16.4,19.63
prod_01091,stationery,675,27.0,11.5,44.2,10.95
prod_01092,garden_tools,476,55.0,10.4,47.9,6.93
prod_01093,stationery,1980,10.0,4.1,26.1,26.89
prod_01094,pet_shop,2338,48.0,13.9,8.3,17.43
prod_01095,computers_accessories,984,18.4,9.9,23.5,43.04
prod_01096,music,2348,42.1,28.2,49.6,9.73
prod_01097,auto,1512,18.3,14.1,17.5,23.75
prod_01098,signaling_and_security,450,22.7,7.9,19.8,39.81
prod_01099,music,2916,15.4,13.0,38.1,11.11
prod_01100,baby,472,42.5,14.8,19.6,17.05
prod_01101,fashion_shoes,1040,45.9,18.4,25.3,31.87
prod_01102,computers_accessories,986,18.8,13.4,6.9,45.0
prod_01103,computers_accessories,855,11.6,38.5,48.5,93.32
prod_01104,diapers_and_hygiene,168,54.6,5.8,36.5,6.75
prod_01105,air_conditioning,4056,20.0,9.8,42.7,46.81
prod_01106,watches_gifts,197,26.2,8.0,15.1,58.01
prod_01107,baby,3037,16.9,10.7,53.7,16.11
prod_01108,garden_tools,561,40.4,15.8,24.1,13.65
prod_01109,electronics,730,41.0,15.2,44.6,50.12
prod_01110,baby,2842,59.1,18.1,30.2,21.07
prod_01111,perfumery,1629,48.7,14.0,37.3,31.89
prod_01112,office_furniture,331,47.1,14.5,31.3,41.5
prod_01113,telephony,324,27.5,14.2,19.5,17.65
prod_01114,signaling_and_security,1464,25.8,10.1,10.0,46.6
prod_01115,cds_dvds_musicals,464,40.2,9.6,46.3,16.63
prod_01116,costruction_tools_garden,1684,26.7,7.9,5.0,10.58
prod_01117,watches_gifts,1806,49.6,18.7,39.4,16.78
prod_01118,cds_dvds_musicals,614,16.3,2.7,46.2,13.76
prod_01119,food_drink,763,9.9,14.3,11.4,27.19
prod_01120,telephony,1498,37.8,20.7,20.1,7.84
prod_01121,music,591,21.4,23.8,10.7,17.09
prod_01122,fashion_bags_accessories,1240,14.9,2.1,18.0,65.28
prod_01123,air_conditioning,4853,77.2,10.3,42.4,44.18
prod_01124,home_appliances,1550,28.9,8.2,37.1,161.52
prod_01125,air_conditioning,865,13.0,9.8,34.6,57.98
prod_01126,watches_gifts,4326,20.0,26.7,20.2,53.97
prod_01127,stationery,2078,24.6,8.2,5.4,7.86
prod_01128,baby,475,37.4,20.7,12.4,41.12
prod_01129,cool_stuff,559,20.1,14.5,22.3,59.65
prod_01130,toys,224,26.4,9.5,14.0,58.96
prod_01131,stationery,1479,33.0,8.9,39.6,23.16
prod_01132,housewares,134,36.2,15.3,54.5,16.43
prod_01133,books_technical,4323,27.5,12.6,30.0,76.24
prod_01134,small_appliances,949,65.3,3.8,11.4,60.18
prod_01135,food_drink,2167,40.7,7.0,47.1,16.83
prod_01136,books_technical,883,39.5,15.6,26.8,11.82
prod_01137,watches_gifts,1460,38.8,5.7,24.9,15.57
prod_01138,sports_leisure,1050,49.7,22.3,33.2,11.5
prod_01139,consoles_games,1213,31.9,4.6,12.7,47.31
prod_01140,home_appliances,2637,16.2,11.1,20.4,148.52
prod_01141,auto,3512,35.3,19.0,24.0,53.99
prod_01142,air_conditioning,3334,37.6,6.6,28.7,44.99
prod_01143,fashion_shoes,7322,53.6,5.4,30.2,28.54
prod_01144,music,648,15.3,17.1,33.1,10.61
prod_01145,computers_accessories,1564,17.4,21.0,18.3,85.69
prod_01146,luggage_accessories,661,29.3,11.6,8.8,18.9
prod_01147,garden_tools,2564,39.4,10.1,22.2,28.72
prod_01148,unknown,496,13.7,4.4,23.6,44.68
prod_01149,construction_tools,2668,15.5,13.7,8.6,23.81
prod_01150,luggage_accessories,1361,44.1,3.4,17.7,65.46
prod_01151,baby,1097,14.0,26.9,27.4,20.13
prod_01152,auto,1195,17.6,12.0,19.2,22.95
prod_01153,perfumery,418,45.5,7.1,26.8,55.38
prod_01154,fashion_bags_accessories,452,39.1,8.8,18.8,28.04
prod_01155,telephony,1379,20.2,14.3,34.4,41.04
prod_01156,telephony,1372,36.8,9.8,14.6,16.36
prod_01157,auto,687,33.3,12.9,25.1,72.29
prod_01158,home_appliances,941,26.9,6.4,25.7,246.35
prod_01159,fashion_bags_accessories,1659,23.3,24.1,38.8,12.83
prod_01160,electronics,588,36.1,8.9,20.9,93.73
prod_01161,cds_dvds_musicals,196,14.7,2.6,54.1,6.46
prod_01162,auto,3134,35.9,10.3,53.1,213.6
prod_01163,christmas_supplies,1451,31.7,8.1,15.1,27.73
prod_01164,music,794,32.9,23.2,24.7,14.05
prod_01165,telephony,659,17.1,7.1,12.0,15.55
prod_01166,toys,583,54.3,9.7,31.9,12.52
prod_01167,telephony,2557,20.2,14.6,19.1,58.55
prod_01168,baby,354,22.0,18.2,26.6,10.55
prod_01169,fashion_bags_accessories,1561,26.3,27.9,21.9,12.78
prod_01170,housewares,1560,39.0,7.5,82.9,16.84
prod_01171,bed_bath_table,2005,32.4,26.1,23.2,25.79
prod_01172,consoles_games,857,11.4,22.7,22.1,92.67
prod_01173,books_technical,2958,28.6,8.0,40.1,14.59
prod_01174,toys,2046,29.9,7.4,43.0,34.34
prod_01175,industry_commerce_and_business,834,55.0,16.4,28.6,24.94
prod_01176,stationery,633,24.4,12.8,43.6,15.03
prod_01177,signaling_and_security,1053,37.3,16.4,75.8,38.59
prod_01178,auto,811,95.0,10.5,21.2,57.14
prod_01179,small_appliances,546,50.3,13.5,12.9,51.6
prod_01180,costruction_tools_garden,1236,16.6,12.0,30.6,23.48
prod_01181,sports_leisure,946,41.6,16.3,41.5,16.97
prod_01182,party_supplies,3434,36.0,7.2,51.9,5.8
prod_01183,fashion_bags_accessories,810,24.0,14.2,33.4,9.24
prod_01184,furniture_living_room,628,41.9,27.5,25.4,41.63
prod_01185,pet_shop,1176,16.5,26.7,16.4,21.64
prod_01186,market_place,1417,20.5,15.1,46.4,7.23
prod_01187,bed_bath_table,1498,26.5,7.1,29.3,13.91
prod_01188,industry_commerce_and_business,1487,23.4,35.0,8.9,118.31
prod_01189,pet_shop,1206,39.6,16.3,63.3,41.26
prod_01190,art,1141,28.2,33.0,13.3,7.68
prod_01191,home_appliances,1813,22.1,16.7,41.9,44.17
prod_01192,pet_shop,503,49.9,2.0,28.1,29.99
prod_01193,construction_tools,632,38.9,34.8,9.3,23.93
prod_01194,signaling_and_security,270,12.7,20.9,23.9,19.52
prod_01195,food_drink,510,12.6,13.2,21.3,10.27
prod_01196,christmas_supplies,2389,22.2,3.7,10.7,26.46
prod_01197,furniture_living_room,1759,13.6,22.2,31.8,87.83
prod_01198,air_conditioning,3738,45.9,16.6,39.0,48.27
prod_01199,fashion_bags_accessories,3165,21.0,40.4,24.8,30.88
prod_01200,construction_tools,1770,37.3,31.2,21.0,35.89
prod_01201,costruction_tools_garden,1309,72.3,32.5,33.0,19.75
prod_01202,furniture_decor,1193,41.4,14.9,5.0,31.97
prod_01203,cds_dvds_musicals,124,9.1,14.5,19.7,6.22
prod_01204,bed_bath_table,1095,21.5,16.7,20.5,47.35
prod_01205,fashion_shoes,730,25.9,8.6,25.2,76.3
prod_01206,home_appliances,531,33.1,13.5,10.3,51.62
prod_01207,home_appliances,1575,44.7,11.9,7.5,42.32
prod_01208,furniture_living_room,995,78.9,25.7,14.0,84.4
prod_01209,furniture_living_room,1249,62.1,28.7,31.6,99.55
prod_01210,electronics,463,28.1,19.4,20.3,31.51
prod_01211,construction_tools,2108,27.9,7.7,14.0,35.53
prod_01212,fashion_shoes,807,58.9,36.1,58.4,29.35
prod_01213,costruction_tools_garden,1515,28.9,22.1,21.0,21.42
prod_01214,small_appliances,863,21.2,16.0,25.2,38.06
prod_01215,market_place,96,46.3,18.3,46.0,9.13
prod_01216,food_drink,1621,34.0,5.1,27.2,8.24
prod_01217,art,1047,12.5,11.9,32.9,15.59
prod_01218,computers_accessories,250,24.5,27.0,15.9,19.53
prod_01219,cds_dvds_musicals,412,13.9,4.9,26.0,6.73
prod_01220,auto,2150,5.9,4.8,54.7,71.26
prod_01221,garden_tools,264,66.4,22.2,30.8,13.45
prod_01222,air_conditioning,790,30.8,17.6,28.5,214.89
prod_01223,sports_leisure,3954,25.0,4.9,22.1,76.42
prod_01224,food_drink,1651,22.1,11.2,11.9,8.38
prod_01225,costruction_tools_garden,1949,29.1,16.0,43.5,127.4
prod_01226,art,929,22.0,14.9,24.2,28.16
prod_01227,books_general,227,16.8,16.7,17.2,7.43
prod_01228,industry_commerce_and_business,1339,22.7,10.7,11.2,9.52
prod_01229,computers_accessories,440,56.1,15.4,29.3,69.55
prod_01230,signaling_and_security,400,45.8,19.3,13.1,33.55
prod_01231,watches_gifts,1227,22.7,18.5,43.7,52.86
prod_01232,toys,469,69.8,10.9,17.8,18.15
prod_01233,housewares,1123,27.9,20.4,26.3,10.08
prod_01234,electronics,650,18.9,7.1,30.5,50.76
prod_01235,music,1094,34.7,8.8,28.7,16.2
prod_01236,cool_stuff,748,60.5,22.2,39.1,30.83
prod_01237,luggage_accessories,1117,54.7,20.1,18.7,22.86
prod_01238,fashion_underwear_beach,2992,19.4,11.5,25.3,6.91
prod_01239,pet_shop,1980,14.9,8.7,33.8,26.32
prod_01240,party_supplies,1024,23.8,9.5,52.0,6.49
prod_01241,consoles_games,2678,37.7,18.9,37.7,126.45
prod_01242,fashion_bags_accessories,1531,42.8,16.9,41.2,18.26
prod_01243,art,2555,50.9,8.4,21.3,14.44
prod_01244,small_appliances,296,31.6,20.1,30.8,104.65
prod_01245,pet_shop,474,32.2,11.2,48.3,19.68
prod_01246,toys,1328,31.1,7.3,24.7,16.57
prod_01247,garden_tools,1004,47.7,10.1,30.9,27.66
prod_01248,watches_gifts,1119,43.2,14.1,9.7,13.15
prod_01249,auto,1713,19.0,19.7,35.4,88.21
prod_01250,garden_tools,1338,40.6,18.9,28.4,35.61
prod_01251,music,2113,46.1,12.6,34.3,14.6
prod_01252,sports_leisure,2073,48.0,15.1,21.5,6.08
prod_01253,pet_shop,495,34.0,11.9,8.3,18.48
prod_01254,party_supplies,101,33.0,8.4,36.3,6.31
prod_01255,costruction_tools_garden,466,28.5,12.8,17.1,62.71
prod_01256,electronics,439,30.0,3.6,10.3,130.93
prod_01257,sports_leisure,1184,64.4,29.0,27.4,33.71
prod_01258,food_drink,1173,30.6,14.8,55.4,6.11
prod_01259,bed_bath_table,957,19.8,17.2,15.7,50.86
prod_01260,books_general,1574,34.3,8.6,17.5,9.81
prod_01261,books_general,5123,42.4,14.8,37.2,24.82
prod_01262,telephony,941,47.0,16.2,22.6,38.32
prod_01263,music,1369,16.7,11.6,36.2,14.39
prod_01264,telephony,1119,57.9,11.9,22.0,26.03
prod_01265,auto,693,41.6,5.6,20.1,96.7
prod_01266,luggage_accessories,1724,56.3,34.2,16.2,37.11
prod_01267,art,905,13.3,8.5,29.7,33.87
prod_01268,cool_stuff,573,48.9,9.2,16.1,35.86
prod_01269,christmas_supplies,612,16.2,30.0,19.5,14.57
prod_01270,christmas_supplies,2166,25.3,17.7,43.4,20.08
prod_01271,costruction_tools_garden,1694,42.3,19.8,67.2,69.79
prod_01272,housewares,759,15.3,5.4,31.6,27.02
prod_01273,toys,1555,21.9,14.7,44.2,21.25
prod_01274,books_general,1129,13.2,5.4,20.7,6.4
prod_01275,art,1386,41.7,7.7,22.2,28.16
prod_01276,luggage_accessories,678,18.8,37.0,28.1,13.04
prod_01277,consoles_games,452,29.6,6.8,17.3,81.51
prod_01278,auto,901,36.0,19.2,20.0,36.97
prod_01279,diapers_and_hygiene,526,34.1,7.3,35.6,6.44
prod_01280,baby,491,32.6,7.9,25.6,28.41
prod_01281,fashion_bags_accessories,314,32.6,49.5,23.5,78.11
prod_01282,diapers_and_hygiene,102,13.7,12.6,22.9,8.26
prod_01283,fashion_shoes,770,26.0,5.1,14.1,51.31
prod_01284,cool_stuff,2448,32.4,19.7,27.5,116.93
prod_01285,bed_bath_table,2045,30.7,25.9,17.3,38.66
prod_01286,consoles_games,3295,27.6,20.7,9.6,56.86
prod_01287,art,472,20.2,11.9,13.0,20.16
prod_01288,consoles_games,1804,33.8,12.2,23.1,100.17
prod_01289,books_technical,1020,36.9,9.6,34.2,32.69
prod_01290,cool_stuff,612,23.5,6.3,38.7,72.59
prod_01291,costruction_tools_garden,2259,47.1,16.1,11.3,6.68
prod_01292,costruction_tools_garden,1028,58.5,11.6,32.5,19.62
prod_01293,fashion_underwear_beach,195,29.9,5.5,57.1,13.41
prod_01294,costruction_tools_garden,2030,19.2,12.8,39.7,18.64
prod_01295,fashion_shoes,1479,15.2,8.6,27.0,6.49
prod_01296,stationery,1236,25.1,15.6,28.1,8.84
prod_01297,music,389,28.8,14.7,26.6,11.53
prod_01298,food_drink,1346,14.8,10.6,19.2,9.75
prod_01299,food_drink,2997,24.7,13.1,40.6,7.05
prod_01300,unknown,1449,45.9,13.8,14.8,22.79
prod_01301,books_general,269,8.2,22.2,27.7,10.99
prod_01302,bed_bath_table,1530,30.8,12.9,9.5,17.61
prod_01303,fashion_shoes,1460,21.8,9.7,42.5,68.2
prod_01304,fashion_shoes,1909,29.2,11.3,27.1,33.99
prod_01305,fashion_bags_accessories,1430,60.1,32.8,10.8,15.14
prod_01306,art,493,28.5,7.4,49.6,8.95
prod_01307,signaling_and_security,1186,26.4,11.7,24.0,28.4
prod_01308,health_beauty,913,40.4,11.6,12.2,35.48
prod_01309,garden_tools,1295,34.0,11.9,59.6,13.19
prod_01310,garden_tools,2317,30.9,4.1,22.0,28.35
prod_01311,signaling_and_security,649,34.6,6.2,16.3,33.39
prod_01312,office_furniture,3630,52.1,11.2,28.4,178.62
prod_01313,cds_dvds_musicals,1523,44.5,9.4,13.0,10.51
prod_01314,luggage_accessories,2038,25.5,15.5,19.2,18.03
prod_01315,costruction_tools_garden,1851,58.5,24.0,46.7,45.29
prod_01316,furniture_decor,1479,22.5,16.2,61.5,59.28
prod_01317,housewares,1681,30.8,14.1,22.3,13.63
prod_01318,electronics,50,32.6,17.1,31.5,33.94
prod_01319,perfumery,1849,24.9,14.9,47.7,44.25
prod_01320,music,529,55.4,13.1,21.9,12.76
prod_01321,watches_gifts,1076,24.3,21.7,15.9,15.14
prod_01322,stationery,1471,27.4,2.0,34.5,14.79
prod_01323,auto,2388,47.7,11.0,11.9,29.63
prod_01324,telephony,529,23.0,6.1,15.0,12.83
prod_01325,telephony,786,14.4,9.2,10.6,28.38
prod_01326,garden_tools,876,31.3,8.5,46.0,44.02
prod_01327,fashion_shoes,1306,16.9,37.7,26.1,57.4
prod_01328,electronics,920,15.9,24.8,35.1,126.02
prod_01329,consoles_games,1686,8.3,14.2,15.5,93.27
prod_01330,home_appliances,204,9.0,8.6,30.9,94.18
prod_01331,music,1012,9.5,21.6,31.4,12.13
prod_01332,industry_commerce_and_business,3195,62.3,13.9,59.5,24.57
prod_01333,office_furniture,922,9.5,11.1,33.6,27.92
prod_01334,market_place,1527,16.6,14.0,38.6,8.8
prod_01335,music,2141,27.6,11.2,27.2,22.2
prod_01336,books_technical,1491,39.5,17.0,5.0,29.42
prod_01337,housewares,3845,41.5,5.7,29.5,9.47
prod_01338,art,1207,19.2,17.0,23.0,18.12
prod_01339,watches_gifts,1746,30.5,11.2,22.4,32.43
prod_01340,electronics,1347,27.2,21.9,19.7,61.85
prod_01341,market_place,2775,29.7,25.1,22.4,9.07
prod_01342,electronics,818,31.7,28.1,17.7,161.58
prod_01343,auto,4049,35.9,43.4,36.8,42.36
prod_01344,christmas_supplies,662,21.6,39.3,14.2,17.06
prod_01345,sports_leisure,3400,51.0,27.5,55.6,27.51
prod_01346,cool_stuff,475,66.6,21.5,35.3,21.02
prod_01347,art,1786,24.4,6.3,41.7,18.78
prod_01348,cds_dvds_musicals,1129,77.2,2.4,14.8,14.25
prod_01349,furniture_decor,2111,22.3,23.1,18.9,91.9
prod_01350,music,1554,30.8,7.7,26.6,6.74
prod_01351,diapers_and_hygiene,2032,27.3,54.3,25.3,6.66
prod_01352,computers_accessories,460,30.2,4.7,35.3,50.46
prod_01353,electronics,247,48.3,21.0,25.3,132.74
prod_01354,home_appliances,393,26.6,14.8,57.0,75.09
prod_01355,housewares,384,15.5,5.1,15.0,24.19
prod_01356,garden_tools,455,21.4,14.8,13.3,10.35
